Date / Time,City,State,Shape,Duration,Summary,Posted,Type
1/30/20,Concord,NH,Light,3 min,Was upstairs in room and looked out window and saw two very bright white lights flying extremely low. At first I thought it was plane;,2/25/20,Sighting
1/30/20,Bellevue,WA,Triangle,2-3 minutes,About 7:00 PM I spotted a home plate shaped object in the sky. all the corners had pulsing lights. They did not pulse at the same time,2/7/20,Sighting
1/29/20 23:05,Tacoma/Graham,WA,Light,6,I was driving down a back road out here and all the sudden on my left driver side I saw up in the sky a BRIGHT light MOVING very FAST a,1/31/20,Sighting
1/29/20 22:29,Garden Grove,CA,Fireball,7 seconds,Golden Meteor.,2/7/20,Sighting
1/29/20 22:12,Sanford,FL,,,MADAR Node 91,2/13/20,Sighting
1/29/20 21:20,Janesville,WI,Sphere,5 minutes,When I first spotted the lights it looked like two bright fireballs in the sky. I thought I was seeing a crash in the sky. Then I got a,1/31/20,Sighting
1/29/20 20:10,San Diego,CA,Fireball,2 seconds,meteor or space junk?,1/31/20,Sighting
1/29/20 19:45,Brady,TX,Light,Lights disappear,"Driving north on US 87 just outside Brady, Texas to yellow circle lights fade and disappear.",1/31/20,Sighting
1/29/20 19:25,Cheektowaga,NY,Other,75 minutes,"It looked like a pyramid with 7+ white lights, 2 blinking red lights and 1 blinking green light. It hovered in the air motionless for a",1/31/20,Sighting
1/29/20 18:14,Newburgh,IN,,,MADAR Node 142,2/25/20,Sighting
1/29/20 17:43,Oakdale,PA,Cylinder,7 seconds,gray cylinder with dim red and white lights vanished from sight.,1/31/20,Sighting
1/29/20 16:00,Littleton,CO,Cigar,30 seconds,Sighting over Littleton on Wednesday.,2/7/20,Sighting
1/29/20 11:30,Bakersfield,CA,Changing,1 minutes,One orange object with tail following turned into three objects. All had tails at first then were orange lights. Could have moved aroun,1/31/20,Sighting
1/29/20 09:07,Melbourne,FL,Rectangle,30 seconds,I was driving northbound on I-95 around 9:00 am when I noticed an accident in the opposite southbound lane with traffic building up. As,1/31/20,Sighting
1/29/20 05:30,Coeur d'Alene,ID,Circle,30 seconds,I saw bright green light pretty far up above my city while leaving the gym this morning. Just when. I was trying to figure out what it,1/31/20,Sighting
1/29/20 01:00,Warren,ME,Light,40 minutes,Flashing green orb,1/31/20,Sighting
1/28/20 23:44,Colonial Heights,VA,Triangle,2-3 minutes,"3 white lights and a blinking white and red light hovering, then moving slowly.",1/31/20,Sighting
1/28/20 21:15,Varnville,SC,Other,10 minutes,"Last night my husband was out walking the dogs and he yelled for me to step out the back porch and look up, at the tree line in the sky",1/31/20,Sighting
1/28/20 20:10,Palm Harbor,FL,Light,ongoing,Bright light that shined out rays of light in all different directions and patterns. ((NUFORC Note: Venus?? PD)),1/31/20,Sighting
1/28/20 19:30,Longs,SC,Light,5 minutes,I was walking my dog and saw 3 red blinking lights almost vertical but not straight. This was northeast/north. I thought this was odd a,1/31/20,Sighting
1/28/20 18:45,North Hollywood,CA,Other,15 minutes,2 observers. Brightness of Jupiter. Conscious attention scared em away. Immediate reaction.,1/31/20,Sighting
1/28/20 18:45,Davis,CA,,10 secondsss,Two very bright star like objects seen near Orion’s Belt,1/31/20,Sighting
1/28/20 18:35,Natchitoches,LA,Light,5 minutes,Orange/white light in the sky.,1/31/20,Sighting
1/28/20 18:35,Deming,WA,Triangle,10 minutes,"They were all in a straight line as I looked the line of lights was almost horizon to horizon. ((""Starlink"" satellites??))",1/31/20,Sighting
1/28/20 18:34,Shoreline,WA,Light,20 minutes,"12-13 lights witnessed, traveling perpendicular to clouds and stars, some in loose formation with no Civilian Airliner Nav strobes.",1/31/20,Sighting
1/28/20 18:25,Honolulu,HI,Changing,38 seconds,Me and my friend were working on my van in my mom's driveway. helicopters have been flying low buzzing her house very low shaking windo,1/31/20,Sighting
1/28/20 18:05,Woodland,CA,Sphere,~7 minutes,"As I was leaving work on Tuesday (1/28/2020), I looked to the night sky and saw about five (possibly more) orange orbs in the sky. They",1/31/20,Sighting
1/28/20 17:35,N. Myrtle Beach,SC,Chevron,4-5 minutes,Huge Chevron Shaped craft,1/31/20,Sighting
1/28/20 15:30,Las Vegas,NV,Triangle,30,"Shaped like a triangle, transparent like a light cloud camouflaged with the background but clear shape that could be seen through. Larg",1/31/20,Sighting
1/28/20 09:45,Asheville,NC,Egg,5 seconds,dark pill shaped object over the black mountain range,2/7/20,Sighting
1/28/20 06:53,North Port,FL,,,MADAR Node 147,2/25/20,Sighting
1/28/20 06:26,Valley City,ND,,,MADAR Node 93,2/13/20,Sighting
1/28/20 05:30,Green River,UT,Teardrop,5-8 seconds,"Teardrop shaped object, Green River, Utah.",1/31/20,Sighting
1/28/20 05:19,Royal Palm Beach,FL,,,MADAR Node 76,2/13/20,Sighting
1/27/20 23:00,Grand Island,NY,Oval,15 minutes,"MY UFO REPORTING OF 2002 IS GONE ? A SHARED ABDUCTION ON GRAND ISLAND N.Y. UNDER JUNE OF 1975 IS NO LONGER THERE ,,, after the abductio",2/7/20,Sighting
1/27/20 22:30,Fishersville,VA,Oval,2 minutes,the craft was much larger than a helicopter and oval shaped grey with spinning colored lights and followed beside my car.,2/25/20,Sighting
1/27/20 22:30,Bangor,ME,Flash,10 seconds,Was riding by Mount Hope Cemetery (2nd oldest cemetery in United States. My friend and I saw a big orange light manifest twice. Was big,2/7/20,Sighting
1/27/20 22:28,Lakewood,CA,Unknown,1 minute,Large red pulsating light vanished.,2/7/20,Sighting
1/27/20 20:00,Meridian,ID,Circle,5 seconds,My son was taking out the trash. We saw a fireball a few years ago right down the street & talk about it all the time. He started won,1/31/20,Sighting
1/27/20 19:00,Rockvale,TN,Other,hours,"Large Light formation in west/soutwest sky above the moon, 7PM Rockvale, Tennessee",2/7/20,Sighting
1/27/20 18:40,Weatherford,TX,Unknown,30,Low flying/hovering helicopter sounding objects with bright white lights,2/7/20,Sighting
1/27/20 17:45,Oxford,MS,Disk,Unknown,"3 blue lit UFOs seen at dusk near local Walmart in Oxford, MS",2/7/20,Sighting
1/27/20 11:23,Fishers,IN,,,MADAR Node 84,2/13/20,Sighting
1/27/20 05:25,Newburgh,IN,,,MADAR Node 142,2/25/20,Sighting
1/26/20 23:00,Hazel Green,KY,Triangle,45 minutes,"3 black triangles in formation flying low in a southeasterly direction, make no sound at all.",1/31/20,Sighting
1/26/20 20:21,Olympia,WA,Light,15 minutes,Orange orbs with accompanying rumbling noise. ((anonymous report)),1/31/20,Sighting
1/26/20 19:00,Bushkill,PA,Changing,15 minutes,Lights changing shape,1/31/20,Sighting
1/26/20 18:15,Kenai,AK,Egg,2 minutes,"Bright Red and Orange Egg shaped crafts flying about 500 feet, 6 in a row, no sound whatsoever, lights not blinking.",1/31/20,Sighting
1/26/20 18:00,Pasadena,TX,Sphere,10 minutes,The orb/sphere was very a bright orange. It was very slowly moving (compared to a nearby aircraft that quickly flew nearby) It pulsated,1/31/20,Sighting
1/26/20 16:30,Fairfax,CA,Fireball,2-3 seconds,low and close extremely bright white fireball Fairfax CA followed by loud boom.,1/31/20,Sighting
1/26/20 16:15,Santa Rsoa,CA,Cylinder,10 seconds,"Bright green glowing cylinder, flying horizontally, in a steady direct line, disappearing abruptly without arcing, falling or flaring.",2/13/20,Sighting
1/26/20 06:45,Aynor,SC,Unknown,45 seconds,"This orange/fiery object seemed as if were a plane on fire, and then I lost sight of it while driving after slowing down.",1/31/20,Sighting
1/26/20 04:13,Mobile,AL,,,MADAR Node 63,1/31/20,Sighting
1/25/20 22:00,Coral Springs,FL,Circle,1:39,It was 10:00 pm est and I was outside of my house and I looked up and saw a circle red light moving at a slow place from the North. I r,1/31/20,Sighting
1/25/20 21:24,Lawrenceville,GA,,,MADAR Node 92,2/7/20,Sighting
1/25/20 07:23,Spencerville,IN,,,MADAR Node 81,1/31/20,Sighting
1/25/20 06:25,Sanford,FL,,,MADAR Node 91,2/7/20,Sighting
1/24/20 22:25,Roosevelt,UT,Triangle,7 minutes,"lights over Roosevelt, UT",2/7/20,Sighting
1/24/20 20:50,Fort Lauderdale,FL,Fireball,5 minutes,"Rotating discs that initially look like flashing fire balls moving in a row and disappearing ((""Starlink"" satellites??))",2/7/20,Sighting
1/24/20 19:45,Oklahoma City,OK,Flash,1 second,Green light across sky,1/31/20,Sighting
1/24/20 18:50,Manchester,CT,Circle,2 hours,"Clear night with one bright circular object, aura, captivating",2/7/20,Sighting
1/24/20 07:06,Rotonda West,FL,Oval,1 second,3-dimentional object,2/7/20,Sighting
1/24/20 06:01,Cambridge,OH,,,MADAR Node 137,2/7/20,Sighting
1/24/20 05:40,St. Louis,MO,,,MADAR Node 70,1/31/20,Sighting
1/24/20 05:33,Valley City,ND,,,MADAR Node 93,2/7/20,Sighting
1/24/20 02:00,Pawtucket,RI,Circle,,I saw a flying saucer outside of a retail company but that was not the first a few years ago,2/7/20,Sighting
1/23/20 21:43,Las Vegas,NV,Light,1 minute,"Single flashing light flew across sky, light then went out and disappeared. Reappeared a second later and moves upwards then turned lef",2/7/20,Sighting
1/23/20 21:28,Waimanalo,HI,Triangle,21:38,"I saw a bright light outside, so I ran out to look at it, my roommate joined me. It was a very bright light that was a ball of light li",2/7/20,Sighting
1/23/20 20:00,Lufkin,TX,Formation,5 minutes,"On Hwy 69 near Hwy 59 on N side of Lufkin and noticed 10-12 orange & white lights in a row in the sky.((""Starlink"" satellites??))",2/7/20,Sighting
1/23/20 19:35,Santa Fe,NM,Changing,45 minutes,"Large Object Hovering/Flying with Flashing bright lights over Santa FE NM, witnessed by 3",2/7/20,Sighting
1/23/20 19:27,Farmington Hills,MI,,,MADAR Node 144,2/7/20,Sighting
1/23/20 18:20,Wilmington,DE,Light,15 seconds,"What first appeared as a bright star, turns a dim red and starts jumping location.",2/7/20,Sighting
1/23/20 12:57,Mt. Vernon,IN,,,MADAR Node 119,2/7/20,Sighting
1/23/20 10:41,Amargosa Valley,NV,Disk,5 seconds,Two flat dark gray metallic discs hovering in Armagosa valley NV.,2/7/20,Sighting
1/23/20 06:15,Williamsport,PA,Circle,15,"18 dots - 50k+ ft - Williamsport, PA. ((""Starlink"" satellites??))",2/7/20,Sighting
1/23/20 05:30,Plymouth Township,MI,Triangle,10 minutes,Low flying object with bright white lights and two blinking red lights flying low overhead in residential area,2/7/20,Sighting
1/23/20 05:25,Valley City,ND,,,MADAR Node 93,2/7/20,Sighting
1/23/20 00:30,Blackwood,NJ,Fireball,5 minutes,I was driving down the road and looked up and saw a super bright red light in the sky. It looked close and was very big. It looked lik,1/31/20,Sighting
1/22/20 21:00,North Andover,MA,Formation,25 seconds,5 star looking lights flying in pentagon formation,2/13/20,Sighting
1/22/20 20:00,Ripley,TN,Light,20 minutes,Blue-green light in east sky moving in pattern,2/7/20,Sighting
1/22/20 19:47,Corpus Christi,TX,Fireball,30,"There was a bright shining object flying fast across the sky, I took a video of this object as it was spinning fast in the sky",2/7/20,Sighting
1/22/20 19:18,Battle Creek,MI,Light,2 minutes,Large Moving Bright Red Light Over Battle Creek,1/31/20,Sighting
1/22/20 19:00,Rosedale,MD,Sphere,20 seconds,I look directly up and see a sphere of a bright light traveling west to east then the bright light dissapears and a small red light app,2/7/20,Sighting
1/22/20 18:45,San Francisco,CA,Circle,2 minutes,White star craft unseen by naked eye,2/7/20,Sighting
1/22/20 18:40,Dalzell,SC,Circle,5 minutes,"UFO?? Dalzell, South Carolina",2/7/20,Sighting
1/22/20 17:45,Warren,RI,Egg,19:00,Upside down egg shaped glowing object with blue whispy tail and red blinking orbs.,2/7/20,Sighting
1/22/20 10:32,Port Charlotte,FL,Rectangle,10 seconds,White rectangular craft in southwest Florida,1/31/20,Sighting
1/22/20 09:35,Bear,DE,Triangle,3 minutes,I noticed an elongated blackish triangle shaped object. It seemed to be moving pretty fast it’s angle was very steep. I would say on a,1/31/20,Sighting
1/22/20 06:44,Evansville,IN,,,MADAR Node 153,2/7/20,Sighting
1/22/20 01:25,Largo,FL,,,MADAR Node 140,2/7/20,Sighting
1/21/20 22:30,Fishersville,VA,Oval,2 minutes,the craft was larger than a helicopter and oval shaped grey with spinning colored lights and followed beside my car.,1/31/20,Sighting
1/21/20 21:15,Pukalani,HI,Oval,2 minutes,Bright orange glowing oval shaped object moving in the sky,1/31/20,Sighting
1/21/20 16:54,Baton Rouge,LA,Circle,10 minutes,"Large black “balloon” spotted over Baton Rouge, LA, USA",1/31/20,Sighting
1/21/20 16:43,Jonesboro,AR,,,MADAR Node 143,2/7/20,Sighting
1/21/20 16:28,Mobile,AL,,,MADAR Node 63,1/31/20,Sighting
1/21/20 16:00,Siler city,NC,Disk,10 minutes,I seen a metallic and silver objects in the air less than 1500 ft it was big.,1/31/20,Sighting
1/21/20 16:00,Siler City,NC,Disk,10 minutes,I seen a metallic and silver objects in the air.,1/31/20,Sighting
1/21/20 11:27,Tomkins Cove,NY,Cylinder,4 minutes,"Extremely slow moving cylinder shaped object in sky to the west just above the tree line. There was no noise, no vapor, no lights...jus",2/7/20,Sighting
1/21/20 05:29,Austin,TX,,,MADAR Node 101,2/7/20,Sighting
1/21/20 05:05,Canyon Country,CA,Light,10 seconds,"Moving slow In sky like 10 sec pass over shadow pine. ((""Starlink"" satellites??))",1/31/20,Sighting
1/21/20 03:30,Botkin,OH,Disk,11-15 minutes,While traveling south on interstate 75 my fiancee and I saw a very large amber glow in the distance with what seemed to be a cone shap,1/31/20,Sighting
1/21/20 03:08,Clarksville,TN,,,MADAR Node 138,2/7/20,Sighting
1/21/20 03:00,Hutchinson,KS,Oval,10 seconds,"I sighted the object at 3am-ish in Kansas. My fiancee and I went out to my vehicle to have a cigarette, because we couldn't sleep. He w",1/31/20,Sighting
1/21/20 00:00,Gouverneur,NY,Unknown,1 minute,My partner and I were sitting in our living room and heard a strang whirring noise out curiosity I decided to look out the window and,1/31/20,Sighting
1/21/20 00:00,Gouverneur,NY,Unknown,1 minute,At about 12:50 or so I was sitting down with my girlfriend to put together a puzzle . shortly after we began separating out the edge pi,1/31/20,Sighting
1/20/20 21:00,Princeton,WV,Light,1-2 hours,A large array of lights resembling the aurora borealis were seen over the sky's of mercer county.,1/31/20,Sighting
1/20/20 21:00,Laurelville,OH,,,MADAR Node 145,2/7/20,Sighting
1/20/20 19:20,Gilbert,AZ,Circle,2 minutes,At 1920 p.m. I witnessed a green circle light with a red light attached flying from west to east. It made no sound. Suddenly it Stopped,1/31/20,Sighting
1/20/20 19:00,Knoxville,TN,Circle,2 minutes,"Round, white light in sky moving back and forth very rapidly.",1/31/20,Sighting
1/20/20 18:00,Henderson,NY,Triangle,2 hours,Flashing red and green lights triangle shaped seemed to hover in one area as I walked it seemed to move my way,1/31/20,Sighting
1/20/20 17:57,Lowell,IN,Light,30 minutes,Super bright spherical light hovered in one spot no sound creepy as hell not a drone.,1/31/20,Sighting
1/20/20 15:00,Detroit,MI,Flash,45 minutes,"Seen 3 middle one flashed as if it were a mirror, commercial plane flew past within no time jets flew through and went around objects,",1/31/20,Sighting
1/20/20 14:00,Old Westbury,NY,Other,,"Hi. This was not a UFO in the sky sighting. There's still snow on our lawn. I went out to look at something, and noticed unusual prints",1/31/20,Sighting
1/20/20 07:04,Fishers,IN,,,MADAR Node 84,1/31/20,Sighting
1/20/20 06:30,Ft. Worth,TX,Light,5 minutes,I was looking up at the stars .,1/31/20,Sighting
1/20/20 06:30,Ft. Worth,TX,Light,5 minutes,I was walking down my driveway to let my dog go poop. While i was waiting i was looking up at the stars . Ten i see a small orb of ligh,1/31/20,Sighting
1/20/20 06:30,Hollywood,MD,Circle,2 hours,"Captured footage of bright “stars,” revealed to be clear, circular hovering objects in southern Maryland.",1/31/20,Sighting
1/20/20 06:01,Cambridge,OH,,,MADAR Node 137,2/7/20,Sighting
1/20/20 03:21,Royal Palm Beach,FL,,,MADAR Node 76,1/31/20,Sighting
1/20/20 00:45,Schaghticoke,NY,Sphere,10 seconds,"It was not a plane, meteor or a balloon",2/7/20,Sighting
1/19/20 23:29,Laughlintown,PA,,,MADAR Node 94,2/7/20,Sighting
1/19/20 21:30,Dalzell,SC,Disk,45 minutes,"In Dalzell, in the area where 441/521 crosses there appeared to be a large Spot Light above my house. I got out my camera and witness a",2/7/20,Sighting
1/19/20 21:10,Mountlake Terrace,WA,,,MADAR Node 100,2/7/20,Sighting
1/19/20 21:00,Centennial,CO,Formation,10 seconds,Formation of 25-30 light gray objects pass through the night sky.,1/31/20,Sighting
1/19/20 19:00,Worthing,SD,Circle,5 seconds,There was a basketball sized orb that was bright white. Moved up and down and then disappeared.,1/31/20,Sighting
1/19/20 19:00,Coachella,CA,Fireball,2 minutes,Driving down Frederick st coming to stop light on. Ave 52 when we saw what looked like 3 fireballs coming down but instead of just fal,1/31/20,Sighting
1/19/20 18:57,Avondale,AZ,Triangle,20 seconds,I first noticed 2 red lights moving in perfect formation in the south/western sky moving east to west. The 2 red lights were tiny in co,1/31/20,Sighting
1/19/20 18:30,Brookings,SD,Triangle,<1 minute,Triangular Shaped Drone,1/31/20,Sighting
1/19/20 15:36,Evans,GA,Changing,3 minutes,"Christmas candy shaped, Mirror on bottom, disappeared & reappeared",2/13/20,Sighting
1/19/20 13:05,Evansville,IN,,,MADAR Node 153,2/7/20,Sighting
1/19/20 08:36,Pueblo,CO,,,MADAR Node 83,1/31/20,Sighting
1/19/20 05:06,Newburgh,IN,,,MADAR Node 142,2/7/20,Sighting
1/19/20 01:26,Santa Claus,IN,,,MADAR Node 114,2/7/20,Sighting
1/18/20 21:00,La Mesa,CA,Fireball,5 minutes,Orange fireball dropping a flare,2/7/20,Sighting
1/18/20 19:51,Mt. Vernon,IN,,,MADAR Node 119,2/7/20,Sighting
1/18/20 19:30,Wilmington,NC,Circle,3 minutes,One white light that dimmed and disappeared.,1/31/20,Sighting
1/18/20 19:05,Alamo,TX,Light,7 minutes,My uncle had seen it moving across the sky tapped my shoulder then asked me if it was a satellite. I witnessed what I can only desc,2/7/20,Sighting
1/18/20 18:50,Red Lodge,MT,Light,10 minutes,We saw 30 dots of light traveling one after the other from the south west to the north east. Possibly satellites traveling in a line.,1/31/20,Sighting
1/18/20 17:00,Decaturville,TN,Light,2 hours,I have been seeing the same bright yellow to orange color changing light circular shaped flying object that sometimes doesn't appear.,1/31/20,Sighting
1/18/20 04:00,Baldwin Hills Estates,CA,Sphere,2 hours,Cloned Stars,2/7/20,Sighting
1/18/20 01:06,Harrisonburg,VA,Triangle,30 seconds,Triangular light pattern rising slowly over northeast of Harrisonburg into the clouds. Followed seconds later by a single light.,2/7/20,Sighting
1/17/20 21:31,Delhi,NY,Triangle,5-6 minutes,On 1/17/2020 FRIDAY EVENING AT 9:31 I WENT TO LET DOG OUT NOTICED IN N-E SKY TRIANGLE SHAPE OBJECT WITH ONE BRIGHT WHITE LIGHT ON EACH,2/7/20,Sighting
1/17/20 20:30,Fairplain,WV,Circle,30,We saw the craft coming over the hill till it got so close I could see it and it was a space ship with lots of lights coming off it,2/7/20,Sighting
1/17/20 20:00,Malone,NY,Circle,3 minutes,"These smaller looking aircrafts lined up in perfect formation like a trail of ants starting flying. ((""Starlink"" satellites??))",2/7/20,Sighting
1/17/20 19:04,Alburgh,VT,Formation,2 minutes,"I saw a string of double lights more than 50 moving upward through the sky. ((""Starlink"" satellites??))",2/7/20,Sighting
1/17/20 18:00,Mesquite,NM,Circle,30 minutes,Yellowish orange lights seen over the organ mountains,2/7/20,Sighting
1/17/20 14:41,Lakewood,WA,Oval,,I have these two objects floating above my apartment complex that have been there for several weeks more like two months. They are only,2/7/20,Sighting
1/17/20 09:45,Mount Pleasant,SC,Formation,30 seconds,I was having a fire drill at my school and I saw a formation of ufos by the moon,2/7/20,Sighting
1/17/20 07:30,Las Cruces,NM,Fireball,8:00,Strange Fireballs over Las Cruces,2/7/20,Sighting
1/17/20 02:00,Carlsbad,CA,Other,5 minutes,"I was in bed asleep, when a bright red light illuminated our bedroom. I woke up and laid still staring at the red orb the size of a soc",1/31/20,Sighting
1/17/20 01:00,Emerald Isle,NC,Oval,2 hours,"At approximately 0100 hrs, Jan 17, 2020 I observed a dark amber/orange orb hovering approximately 200-300 ft off the surface of the oce",2/7/20,Sighting
1/17/20 01:00,Downey,CA,Sphere,8 minutes,"A solid round(luminate) green light with no sound, I'm not going to lie I was kind of scary.",1/31/20,Sighting
1/17/20 00:00,Panama City,FL,Circle,,The object that me and my boyfriend seen was a bright green circle we was walking to the store by the mall in Panama City when my boyfr,2/7/20,Sighting
1/16/20 23:30,Deerfield,NY,Unknown,1,Invisible spinning ufo making giant spiral chemtrail Video On UFOSTALKER,2/7/20,Sighting
1/16/20 23:00,Aiken,SC,Sphere,5 minutes,Bright Sphere,2/7/20,Sighting
1/16/20 21:30,Powell,WY,Unknown,5 minutes,Three star-like lights formed in a triangle w/faint light between the 3 brighter lights slowly moving across night sky--3 objects?,2/7/20,Sighting
1/16/20 19:45,Bandon,OR,Light,4 minutes,"I looked in the sky and thought the stars were moving. ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 18:55,Algoma,WI,Light,45 seconds,"6 lights very close to each other moving on the same path at the same speed. ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 18:40,Carson,WA,Light,15 minutes,"40-100 star sized white lights moving in strait line, evenly spaced, moving south to north. ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 18:30,Standish,CA,Light,25 minutes,"50-100 lights traveling across the sky in same path at same speed. ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 18:30,Bend,OR,Light,"Dont know, light is still",Hundred or more mile long light that was white behind the clouds and a wierd big blue light above those lights. (Took pictures),2/7/20,Sighting
1/16/20 18:20,Isleton,CA,Cross,40,Too warm yellow orange lights dance in dirt across the sky almost every night of the year in a repeatable fashion.,2/7/20,Sighting
1/16/20 18:20,Conowingo,MD,Circle,3+ minutes,"4 Single Lights ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 16:00,North haven,CT,Light,15 minutes,"3 Groups of 4 lights in formation going across sky from newhaven north. ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 15:00,Middle Village,NY,Teardrop,Still There,Saw very bright lights being totally stationary and not moving above my place here in Queens N.Y.,2/7/20,Sighting
1/16/20 14:53,Fort McCoy,FL,Triangle,4 minutes,Triangle craft escorted by unknown military jets,2/7/20,Sighting
1/16/20 12:50,Albany,NY,Circle,30 seconds,9 orangeish (or a single object) in the sky during the day.,2/7/20,Sighting
1/16/20 10:30,Panama City,FL,Circle,,I was standing outside on fairy Ave when I looked up at the sky and seen a bright green circle(for about 8secs)that was going faster th,2/7/20,Sighting
1/16/20 10:20,Greenwood,IN,Changing,A couple minutes,Changing Light,2/7/20,Sighting
1/16/20 07:35,Big Horn Mountains,WY,Formation,5 minutes,"Straight line of 15-20 slow moving, silent, lighted objects flew over the Big Horn Mountains ((""Starlink"" satellites??))",2/7/20,Sighting
1/16/20 05:25,Deadhorse,AK,Flash,3 minutes,Hovering above buildings and moving like a helicopter with red blue flashing lights. There are no helicopters in area especially at 5a,2/7/20,Sighting
1/16/20 03:25,Mountlake Terrace,WA,,,MADAR Node 100,2/7/20,Sighting
1/16/20 00:45,Blue Springs,NE,Light,<1 second,I saw a white dot of light (aka dropping orb) as it dove behind a nearby hill.,2/7/20,Sighting
1/15/20 22:00,Las Vegas,NV,Circle,2 minutes,Red glowing ball shaped light. Was looking at it move slowly north. Only red light was seen glowing.slowly light dies out. Dissapears.,2/7/20,Sighting
1/15/20 20:58,Sanford,FL,,,MADAR Node 91,2/7/20,Sighting
1/15/20 20:00,Bristol,VA,Cross,1 minute,Wow cross ufo with two spotlights,2/7/20,Sighting
1/15/20 19:50,Washington,CT,Diamond,10 minutes,Square (or diamond) shaped object flying then hovering at a low altitude,2/7/20,Sighting
1/15/20 19:50,Brule,WI,Light,20 seconds,4 Yellow lights that suddenly disappear,2/7/20,Sighting
1/15/20 19:00,Venral,UT,Formation,30 seconds,"Rows of lights appearing and disappearing in night sky. ((""Starlink"" satellites??))",1/31/20,Sighting
1/15/20 19:00,Jacksonville,FL,Cigar,1 minute,"An unusual aircraft suddenly appeared, displaying bright red and orange lights, then shot skyward and disappeared.",2/7/20,Sighting
1/15/20 18:59,Mount Joy,PA,Cigar,15 minutes,"Bright stationary (15 Min.) cigar shaped object in southern sky in Mount Joy, PA (6:59pm-7:14PM) 1/15/2020",2/7/20,Sighting
1/15/20 18:57,Telluride,CO,Light,20 minutes,"A line of lights in linear formation moving across the sky. ((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 18:50,Livermore,CO,Light,10,I was out checking for predators around our livestock when I glanced to the south west where I saw solid bright white lights that seeme,2/7/20,Sighting
1/15/20 18:43,Council Bluffs,IA,Light,5-9 minutes,"Multiple tiny lights in the sky traveling in a straight line evenly spaced. ((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 18:35,Dunkerton,IA,Formation,4 minutes,"A straight formation of at least 20 aircraft Very high in the atmosphere All disappearing at same point. ((""Spacelink satellites??))",2/7/20,Sighting
1/15/20 18:35,Newton,KS,Formation,60-seconds,"Several stars were moving quickly over my head,i stopped,((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 18:30,Reno,NV,,7 minutes,"40+ craft flying in spaces formation at extermly high altitude ((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 18:00,Swansea,MA,Light,10-15 minutes,"In 2 weaks I saw 2 coming from north to south east, and today they appear west and travel to south east then disappear,wen I was outsid",2/7/20,Sighting
1/15/20 17:40,Cabot,AR,Circle,,4 bluish lights in night sky. One was larger than the others with lighter specs of lights.,1/31/20,Sighting
1/15/20 17:30,Chula Vista,CA,Cigar,10 seconds,"this ufo stayed on one course, but had this really intense glow to it. It was glowing so much that I couldn’t tell what kind of shape t",2/7/20,Sighting
1/15/20 16:30,Rector,AR,Formation,4 minutes,"trail of multiple lights in the sky moving in formation.((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 16:05,Porterville,CA,Formation,5 minutes,"Stars moving in perfect line ((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 07:05,Appeleton,WI,Light,1 minute,"Clear starless night. ((""Starlink"" satellites??))",2/7/20,Sighting
1/15/20 07:05,Appeleton,WI,Light,1 minute,Clear starless night,2/7/20,Sighting
1/15/20 06:35,Waterloo,IL,Unknown,10 minutes,"Lights like stars moving in a straight line at a steady pace and evenly spaced apart. ((""Starlink"" satellites??))",1/31/20,Sighting
1/15/20 06:06,Jonesboro,AR,,,MADAR Node 143,2/7/20,Sighting
1/15/20 05:52,Beaver Dam (north of),WI,Other,2:00,"Driving along Hwy 151 just north of Beaver Dam WI, there was a large orange ball that stood still. We know it was standing still due to",2/7/20,Sighting
1/14/20 20:00,Maxwell,CA,Formation,10 minutes,"Fleet of 8 to 10 lights, 3 at a time appearing, then disappearing. ((""Starlink"" satellites??))",2/7/20,Sighting
1/14/20 19:40,Jasper,AR,Fireball,25 minutes,"Twelve small constant unblinking lights moving eastward in the southern sky. One light quickly turned W ((""Starlink"" satellites??))",2/7/20,Sighting
1/14/20 19:30,Phoenix,AZ,Light,1 minute,"The location of the sighting was a small enclosed backyard. It was dark with mid level cirrus clouds above.((""Starlink"" satellites??))",2/7/20,Sighting
1/14/20 19:20,Canon City,CO,Light,30 minutes,"Never ending line of starlike lights-uniformly spaced-moving from southwest sky to the northeast((""Starlink"" satellites??))",2/7/20,Sighting
1/14/20 19:15,Wellston,OH,Light,~30 seconds,Group of unknown lights over Jackson county Ohio,2/7/20,Sighting
1/14/20 19:00,Los Lunas,NM,Light,35 minutes,"32+ flying objects in chain formation ((""Starlink"" satellites??))",2/7/20,Sighting
1/14/20 19:00,Jackson,OH,Unknown,10-20 seconds,Driving on Burlington rd. and witnessed several straight rows of multiple lights that appeared to line a black/invisible square or tria,2/7/20,Sighting
