Date / Time,City,State,Shape,Duration,Summary,Posted,Type
10/25/19 16:30,Minneapolis,MN,Light,hours,Noticed a pulsating hovering light in north sky for the past two nights. Not an airplane or star.,12/1/19,Sighting
10/25/19 08:28,Apex,NC,Cigar,1 minute,Two white cylindrical objects sighted above Apex NC,12/1/19,Sighting
10/25/19 08:00,Bar Nunn,WY,Circle,10 minutes,We were driving on I-25 getting off exit 194 when we both saw a huge circular shaped aircraft. It had two bright lights as if they rese,12/19/19,Sighting
10/25/19 06:18,Homer,AK,Fireball,1 minute,"Large fireball north of Homer, Alaska. Dissipated up into the sky and then flew away as a single ball.",12/1/19,Sighting
10/25/19 04:30,Pittsfield,MA,Triangle,1 hour,"Woke up to a loud train like noise at 4:30AM, I don't live that close to a train track. I looked out my window to a bright white light",12/1/19,Sighting
10/25/19 04:13,Watsonville,CA,,,MADAR Node 105,12/1/19,Sighting
10/25/19,Neenah,WI,Fireball,22:30,Bright light originating high in the sky and rapidly drops before light disappears.,12/1/19,Sighting
10/24/19 23:45,Monroe Township,NJ,Circle,5 seconds,green light in the sky grows then flies over horizon,12/1/19,Sighting
10/24/19 23:40,Catonsville,MD,Cigar,5 minutes,"Route 70 east near Baltimore/Howard line saw bright orb, white light dimmed and cigar shaped object visible with lights on under side.",12/1/19,Sighting
10/24/19 23:00,Irmo,SC,Light,1/3 hours,"Mulitiple flying circular crafts and bright lights, with white flashing lights seen by two teenage girls on 10/24",12/1/19,Sighting
10/24/19 23:00,Gurley,AL,Circle,5 minutes,We saw four connected bright lights.,2/7/20,Sighting
10/24/19 22:31,Warren,RI,Sphere,10 seconds,"softball sized white orb, moving very fast.",12/1/19,Sighting
10/24/19 21:00,Honesdale,PA,Rectangle,25 minutes,Look like the neighbor was flying their drone was hovering for a while (25 mins) then it flew over us realizing that it was much higher,12/1/19,Sighting
10/24/19 21:00,Dallas,TX,Light,,Bright baby blue light then it changed to red and green then red and blue again and disappeared.,12/1/19,Sighting
10/24/19 21:00,Roseville,MI,Triangle,5 minutes,"Fairly large triangular object in the sky with only white lights, one in the middle and at least two smaller faint lights.",12/1/19,Sighting
10/24/19 20:50,Davie,FL,Changing,5 minutes,Me and my son were walking the dogs like we do every night when I saw a bright object behind a cloud. I thought it was the moon but it,12/1/19,Sighting
10/24/19 20:04,Brighton,MI,Cylinder,7 minutes,Odd shaped no wing aircraft 3 bright white lights blinking down.,12/1/19,Sighting
10/24/19 20:00,North Little Rock,AR,Light,5 minutes,Linear blinking bright rectangular lights in N/NE sky,12/1/19,Sighting
10/24/19 19:20,West Hollywood,CA,Oval,1 minute,"Two planet like shapes in close proximity that moved away, or disappeared, within a thirty second to one minute span.",12/1/19,Sighting
10/24/19 19:00,Chester Springs,PA,Triangle,20 minutes,Flying triangle with three white lights on edges seen from afar and then followed car and then vanished,12/1/19,Sighting
10/24/19 19:00,Quincy,MA,,15 minutes,"Bright white light, sometimes suddenly dimming to an orange spark, then brightening again.",12/1/19,Sighting
10/24/19 18:45,Anaheim,CA,Egg,20-30 seconds,Low flying/hovering egg shaped object seen in southern california w/video.,12/1/19,Sighting
10/24/19 18:10,Palermo,CA,Circle,2 minutes,dark round objects,12/1/19,Sighting
10/24/19 17:00,San Diego,CA,Sphere,5 minutes,"Saw 4 spheres floating at an altitude 10,000 ft. A commercial aircraft with an ice contrail flew a good distance behind them. They wer",12/1/19,Sighting
10/24/19 12:00,Fresno,CA,Other,1-2 minutes,It appeared to be a white tissue floating downward kind of waving and a shine to it then in sudden flew straight up then took a rt turn,12/1/19,Sighting
10/24/19 11:25,Carlsbad,CA,Other,1 minutes,Shiny Drone like formation object seen by 1,12/1/19,Sighting
10/24/19 09:45,Beaver Falls,PA,Light,10 minutes,Mysterious silent moving lights in sky,12/1/19,Sighting
10/24/19 08:00,,FL,Chevron,Seconds,,12/1/19,Sighting
10/24/19 07:05,,PA,Light,3 minutes,Blinking light that was in an unusual location,12/1/19,Sighting
10/24/19 07:00,Salt Lake City,UT,Teardrop,5 seconds,Bright almost circular light in the sky while driving on I-215,12/1/19,Sighting
10/24/19 06:51,Goffstown,NH,,,MADAR Node 5,12/1/19,Sighting
10/24/19 06:00,Coon Valley,WI,Other,5 minutes,"29 traveling lights. ((NUFORC Note: ""Starlink"" satellites? PD))",12/1/19,Sighting
10/24/19 05:14,Wichita,KS,,,MADAR Node 123,12/1/19,Sighting
10/24/19 05:13,Cambridge,OH,,,MADAR Node 137,12/1/19,Sighting
10/24/19 05:05,Green Valley,AZ,Triangle,5 minutes,"Triangular craft blended into the sky on Oct. 24th in Green Valley AZ, the cut out appearance of sky moved south along the I-19.",12/1/19,Sighting
10/24/19 01:00,Sandy Spring,MD,Light,20 minutes,"There was a humming-vibration noise, a bright light, and after they stopped (about 20 minutes later), I heard a plane fly away.",12/1/19,Sighting
10/24/19 01:00,Santa Clarita,CA,Light,2:00,White ball of light traveling across the night sky.,12/1/19,Sighting
10/24/19 00:00,Thornville,OH,Light,5 minutes,Star like object dancing in the sky,12/1/19,Sighting
10/24/19,Barham,CA,Fireball,:10 second,This video was on the news this morning it's of the start of the kinkade fire but in the sky there is a ufo that flys accross the sky h,12/1/19,Sighting
10/23/19 23:30,Gloucester,VA,Triangle,>30 minutes,"A triangle-shaped object with white lights pulsing bright and then dim, hovered high in the sky for over 30 minutes.",12/1/19,Sighting
10/23/19 23:30,Shoreline,WA,Triangle,1:00,I stepped outside onto my deck at about 11:30 PM. It was very dark and slightly overcast. I looked up and something looked odd about s,12/1/19,Sighting
10/23/19 23:25,Herndon,VA,Circle,3 minutes,i was looking out my window about to go to sleep and i see 3 light moving in a triangle formation a triangle lay to it left. outside my,12/1/19,Sighting
10/23/19 22:00,Warren,PA,Circle,~2 minutes,"last night me and a friend had gone on a car trip around the Kinzua Dam, The light that I saw had seemed to have 2 bright very slowly b",12/1/19,Sighting
10/23/19 21:40,Idaho Falls/Shelley,ID,Circle,5 seconds,"Saw a circle of flashing yellow and white lights (around the outside, in the middle of the circle there were yellow/green twinkling lig",12/1/19,Sighting
10/23/19 21:00,San Jacinto,CA,Circle,10 seconds,"We were on our driveway with friends. The year the skull haped Halloween asteroid passed 130k miles from earth. Well, I was talking abo",12/19/19,Sighting
10/23/19 21:00,Lincolnville,ME,Cigar,3 minutes,Seen from the driver's side window rolled down. I saw a light that was hovering silently roughly 150 ft over a small body of water. Thi,12/1/19,Sighting
10/23/19 20:55,Las Vegas (north of),NV,Rectangle,3 minutes,"I am camping on BLM land just North of Vegas at the road to Valley of fire. I heard a loud humming noise, and looked out my window and",12/1/19,Sighting
10/23/19 20:17,Knoxville,TN,Light,3 minutes,"Standing outside, seen an light anomaly.",12/1/19,Sighting
10/23/19 20:00,Poland,OH,Light,3 hours,"Star moving like slow moth, one star looked connected to another as if one body moving around",12/1/19,Sighting
10/23/19 20:00,Orleans,MA,Light,15-20 seconds,"Erratic Object in the Sky Cape Cod, Mass.",12/1/19,Sighting
10/23/19 19:07,Detroit,MI,Light,5 minutes,IMG_1375.JPG 3 lights in a diagonal row,12/1/19,Sighting
10/23/19 19:00,Redding,CA,Changing,45 minutes,At first it was a huge ball of light so bright after looking at it I saw spots. It faded to darkness and came back three times. After t,12/1/19,Sighting
10/23/19 18:00,Haymarket,VA,Triangle,20 minutes,Three objects in the shape of a triangle floating in the sky.,12/1/19,Sighting
10/23/19 16:00,Piedmont,SC,Oval,20 seconds,Pulsing light in day sky that made un-man made craft movements before lighting up and vanishing.,12/1/19,Sighting
10/23/19 15:48,Daytona beach,FL,,5 minutes,"Saw two big lights in the sky, one was bigger because it was closer. I ignored it completely because there was and airport close by and",12/1/19,Sighting
10/23/19 11:15,Haiku (Maui),HI,Light,15-20 minutes,The light was white with flashing green and red lights. It hovered in one area going up and down then left to right. I have never belie,12/1/19,Sighting
10/23/19 09:30,Salome,AZ,Light,90 seconds,3 Amber lights,12/1/19,Sighting
10/23/19 07:55,Manchester,TN,Oval,3 minutes,One bright shiny silver/white tic tac shaped craft was slowly moving in a straight line then began to descend downward during at which,12/1/19,Sighting
10/23/19 06:50,Columbus,OH,Sphere,1 minute,"""Star"" moves from formation of stars west to east at steady pace.",12/1/19,Sighting
10/23/19 06:30,Springdale,AR,Light,10 minutes,one orange light and one white light approached each other and flew in a clockwise pattern around each other several times then the ora,12/1/19,Sighting
10/23/19 06:00,Chelsea,MI,Flash,1 second,"White light shot in front of my car, not high enough for a plane or shooting star. No blinking light, like a plane, way too fast to be",12/1/19,Sighting
10/23/19 04:00,Everett,WA,Light,,Single bright light. Got brighter. Disappeared,12/1/19,Sighting
10/23/19 03:00,Salem,OR,Light,30 minutes or more.,Lights above Salem Oregon.,12/1/19,Sighting
10/23/19 00:45,Bloomfield hills,MI,Light,2 seconds,Large lights shooting across sky at extremely fast speeds,12/1/19,Sighting
10/22/19 22:00,Tiburon,CA,Sphere,1 hour,Rainbow colored plasma lights appear in southeastern sky seen from Mt. Tamalpais foothills,12/1/19,Sighting
10/22/19 21:23,Biloxi,MS,Diamond,>2 minutes,"Plus symbol formation of LEDs from the back, diamond shaped craft, low hovering and silent, dashed east",12/1/19,Sighting
10/22/19 20:15,North Myrtle Beach,SC,Light,20 minutes,Orange light moving back and forth horizontally that blinked a few times then there were 2 behaving the same.,12/1/19,Sighting
10/22/19 20:14,Toledo,OH,Triangle,35 seconds,"Driving down the road as the passenger while looking out of window, i seen odd shapes in the sky.",12/1/19,Sighting
10/22/19 20:05,Alma,AR,Triangle,20 seconds,"Large black triangle, completely silent, no lights moving South along interstate noticed because it was blocking stars.",12/1/19,Sighting
10/22/19 19:30,West Sacramento,CA,Diamond,2 seconds,I don't know my directions so I can't tell you exactly where it was. It was between a triangle of three stars straight above me.,12/1/19,Sighting
10/22/19 19:27,Cheyenne,WY,Light,3 seconds,"I saw a white blueish light the size of bright star shoot across the sky from right(southern) to left(northern) in a downward angle, th",12/1/19,Sighting
10/22/19 06:36,Manchester,CT,,,MADAR Node 151,12/1/19,Sighting
10/22/19 03:00,Irvine,CA,Sphere,Long,x shape brightness irregular star on east sky after late night programming.,12/1/19,Sighting
10/22/19 01:21,Iuka,MS,Diamond,4-5 hours,Diamonds in the sky,12/1/19,Sighting
10/22/19 01:06,Los Angeles,CA,Light,20+ minutes,I was periodically checking the skies last night for any signs of the Haley Comet or shooting stars. Because we are so close to the,12/1/19,Sighting
10/22/19 01:00,Tucson,AZ,Other,30 minutes,in the North Western sky pretty high up we saw blinking light that was them move back and forth from north to south to west and then we,12/1/19,Sighting
10/22/19 00:10,Bryan,TX,Circle,3-4 seconds,"25-30 foot circular object, no lights about 100-500 feet traveling very fast with no sound.",12/1/19,Sighting
10/21/19 23:44,Grand Junction,CO,,,MADAR Node 75,12/1/19,Sighting
10/21/19 21:45,Keizer,OR,Circle,1 minute,Walked outside land saw a orangish light moving roughly north to south. Thought it was a plane initially but after observing it for 30,12/1/19,Sighting
10/21/19 21:40,Lodi,CA,Other,1 minutes,"I was looking up in the direction of Orion so I could see the meteor shower tonight. Suddenly I saw 3 lights, which I thought were star",12/1/19,Sighting
10/21/19 20:55,Orlando,FL,Changing,00:04,Crystal clear night tan looking lights,12/1/19,Sighting
10/21/19 20:30,Watertown,CT,Light,10 minutes,3 white lights in CT,12/1/19,Sighting
10/21/19 19:45,Walker,LA,Circle,30 minutes,"Looking west from porch, ball of flashing lights, stationary long enough to call friends who also saw from 20 miles away from my locati",12/1/19,Sighting
10/21/19 19:00,Garnet Valley,PA,Unknown,5 minutes,LOOKED LIKE A CURVED LIGHT BAR - VERY CLOUDY SKY - HUNG LOW IN THE SKY - NO FLASHING LIGHTS - LIGHTS ON CRAFT STEADY ON - PAUSED A LOT,12/1/19,Sighting
10/21/19 18:58,West Chester,OH,Oval,90 seconds,"very bright light east of I-75 near West Chester, Ohio",12/1/19,Sighting
10/21/19 17:45,Newington,CT,,,MADAR Node 139,12/1/19,Sighting
10/21/19 06:00,Vidalia,GA,Circle,30 seconds,Around six a.m eat I walked outside as I usually do every morning to have smoke and i was looking toward the east northeast at the mor,12/1/19,Sighting
10/21/19 06:00,Tewksbury,MA,Cigar,7 minutes,2 fire trailed metal objects seen in Middlesex County.,12/1/19,Sighting
10/21/19 04:00,Lakewood,CO,Circle,9 minutes,"A circular bright white light flashing quickly for a mins and then disappears, comes back for few mins and disappears again. Some still",12/1/19,Sighting
10/21/19 00:00,Kingsport,TN,Light,15 seconds,"Single light, moving across the sky in blinking and swaying motion.",12/1/19,Sighting
10/20/19 22:30,Lexington,SC,Light,5 seconds,Bright blue light that fell vertically. ((anonymous report)),2/7/20,Sighting
10/20/19 20:30,Bandera,TX,Circle,15 seconds,Many bright and colored lights often seen in Texas Hill Country,12/19/19,Sighting
10/20/19 20:00,Mishawaka,IN,Light,5 seconds,"A large bright blue light feel out of the sky. It was deffiantly to low to be a UFO, but there was something different about this that",12/1/19,Sighting
10/20/19 19:52,Phoenix/Tempe,AZ,Triangle,15 minutes,Five lights and then down to three white lights that were very much like an aura floating in a triangular formation over the I-10.W,12/1/19,Sighting
10/20/19 19:43,Aiken,SC,Triangle,1 minute,Triangle Witnessed,12/1/19,Sighting
10/20/19 19:35,Murfreesboro,TN,Triangle,2 minutes,"I was sitting outside and spotted straight ahead and upside-down triangle formation of 3 lights, moving in unison. Looked to be like h",12/1/19,Sighting
10/20/19 19:27,Mountains Edge,NV,Light,10 seconds,Ring Camera caught a light fly by and then flickered before disappearing,12/1/19,Sighting
10/20/19 18:42,Gold Canyon,AZ,Chevron,5 minutes,"Extremely loud, slow-moving object with blinking red lights in a V form",12/1/19,Sighting
10/20/19 18:30,Evansville,IN,Changing,5 min,"Driving on n on us41 and to the left in the sky there were 6-7 pulsating red,orange, and white lights in a v formation. They slowly fl",12/1/19,Sighting
10/20/19 18:30,Piedmont,SC,Circle,3 seconds,Bright light like a star at night but was day time shot across the sky and blinked once then disappeared,12/1/19,Sighting
10/20/19 18:21,Surprise,AZ,Fireball,30 seconds,Floating flickering fire. Traveling slowly then disappears.,12/1/19,Sighting
10/20/19 13:28,Fairfax,VA,,,MADAR Node 122,12/1/19,Sighting
10/20/19 12:00,Arcadia,CA,Circle,5 minutes,"They were silver, round and were traveling in and out of sinc, disappearing then reappearing. Then they disappeared again for good bu",12/1/19,Sighting
10/20/19 08:10,Portland,OR,Other,30 min,Thin spherical type blue light or beam with sharp edges slowly panning from left to right consistently. At first thought was it was a s,12/1/19,Sighting
10/20/19 06:17,Indianapolis,IN,,,MADAR Node 87,12/1/19,Sighting
10/20/19 06:00,North charleston,SC,Light,~10 minutes,While starting a shift at 6am at a water front facility a equipment operator was starting machine and noticed up to 9 bright lights in,12/1/19,Sighting
10/20/19 02:47,Wallingford,CT,,,MADAR Node 139,12/1/19,Sighting
10/20/19 02:00,Randolph,MA,Light,40 seconds,"A bright streak of light fell from the sky near the woods in Randolph. I am scared because it happened so quick, it was a really bright",12/1/19,Sighting
10/20/19 01:15,Denton,TX,Teardrop,2 seconds,"Saw a teardrop aircraft appear in the sky with 1, maybe 2, lights underneath it.It appeared out of nowhere and then just like something",12/1/19,Sighting
10/20/19,Savannah,GA,Circle,Dont know,Took pictures late one night. Looked at them nights later and i was like what is that.,12/1/19,Sighting
10/20/19,Dade City,FL,Other,1 min,Seen a blinking light moving extremely fast across the sky. Made several sharp turns And then was quickly out of viewing range. It was,12/1/19,Sighting
10/19/19 00:00,San Antonio,TX,Light,5 minutes,"I have a security video I would like to submit for your consideration, this is just one of many events that have happened on our proper",12/1/19,Sighting
10/19/19 23:00,Superior,WI,Chevron,30 seconds,"Large V-Shaped craft flew silently flew over Superior, Wisconsin.",12/1/19,Sighting
10/19/19 22:24,Pittsburgh,PA,,5 min,Group of 3 red lights in a distance. They were grouped together and then split and moved to the right out of sight. About 30 seconds la,12/1/19,Sighting
10/19/19 22:15,Redmond,WA,Chevron,2 Minutes,Shallow angle chevron wing ufo sighting,12/1/19,Sighting
10/19/19 21:02,Santa Rosa,CA,Circle,3 seconds,Brilliantly Bright green orb seen in the northern sky travelling east to west in a slightly downward trajectory,12/1/19,Sighting
10/19/19 20:00,Willoughby,OH,Light,5 minutes,"Looking north, two small, bright lights appeared and at first remained still. Then started to move parallel to each other. Then two mor",12/1/19,Sighting
10/19/19 20:00,Melbourne,AL,Light,20 minutes,Light in the night sky moved and stood still and flew around for many minutes.,12/1/19,Sighting
10/19/19 20:00,Williamsburg,IN,Other,1 minute,Fog of light traveling in the sky,12/1/19,Sighting
10/19/19 18:10,Winthrop,ME,Other,3 seconds,My wife and I left Hannaford parking lot and headed east . What appeared above us is baffling. A very large boat shaped craft overtoo,12/1/19,Sighting
10/19/19 14:04,Old Orchard Beach,ME,Oval,2 minutes,"I was in the passenger seat while my boyfriend was driving, and I looked up in the sky and saw what looked to be a helicopter or airpla",12/1/19,Sighting
10/19/19 13:10,Estes Park,CO,,,MADAR Node 152,12/1/19,Sighting
10/19/19 10:05,Trinidad,CO,Other,,On oct 19th 2019 at 10pm I observed a cloaked boomerang shaped object steadily flying across Trinidad Colorado going to the west.it had,12/1/19,Sighting
10/19/19 08:50,Port Saint Lucie,FL,Light,30mins,"Witnessed white light circling sky very fast, followed about a mile from our home to us -1",12/1/19,Sighting
10/19/19 07:30,Greenbrier,TN,Other,ongoing,Star moving in odd directions,12/1/19,Sighting
10/19/19 06:44,Newburgh,IN,,,MADAR Node 142,12/1/19,Sighting
10/19/19 05:15,Los Angeles,CA,Unknown,1 minute,Zig zagging flashing light.,12/1/19,Sighting
10/19/19 01:15,Kula,HI,Unknown,Weeks,"What I saw was not any aircraft, it was massive amount of booms and visual explosions that was all over in every direction, the first t",2/7/20,Sighting
10/19/19 00:00,Brooklyn,NY,Circle,5 minutes,https://www.facebook.com/groups/MarineParkBrooklyn/permalink/2430530703712602?sfns=mo,12/1/19,Sighting
10/18/19 23:00,Eastman,GA,Light,<5 seconds,The object was falling and started to fizzle light green at low altitude near me and it made no sound.,12/1/19,Sighting
10/18/19 22:25,Cedarburg,WI,Triangle,15 seconds,"Three soundless, triangular shaped, objects floating / flying in the sky.",12/1/19,Sighting
10/18/19 22:05,Traverse City,MI,Fireball,5 seconds,Bright object descends left extremely fast exactly diagonally and disappeared in sky,12/1/19,Sighting
10/18/19 22:00,Black Mountain,NC,Light,Under 1 minutes,While at a festival at Eden Lake I noticed a bright orange steady light in the sky that was small and it hoovered in place for nearly 3,12/1/19,Sighting
10/18/19 22:00,Russellville,AR,Fireball,5 seconds,On October 18 at approximately 22:00 my friend and I saw a yellow ball of light descend from the sky.,12/1/19,Sighting
10/18/19 20:30,Menifee,CA,Formation,15 minutes,Got a call from mother in law to go out my front porch . I went outside and looked up. Saw a huge formation and what looked like helico,12/1/19,Sighting
10/18/19 20:23,Westlake,OH,Light,7 seconds,I was driving down I90 Westbound around the Rocky River/Westlake border. It was dark out and the highway lights were on. I saw a green,12/1/19,Sighting
10/18/19 20:14,Cocoa,FL,Light,,"Fast moving lights suddenly slowed down, then accelerated. No sound.",12/1/19,Sighting
10/18/19 20:07,Perris,CA,Other,2 minutes,Large cluster/array (about 150 small and 5-10 - much larger white ones) of multi-colored lights slowly descending below the tree-line.,12/1/19,Sighting
10/18/19 20:00,Lake Elsinore,CA,Other,7 min,30 to 40 Star like objects moving in the sky to form one giant star like object,12/1/19,Sighting
10/18/19 20:00,Murrieta,CA,Formation,5 minutes,I was driving my children home from dinner and my son pointed at something in the sky that looked like a large floating city. I pulled,12/1/19,Sighting
10/18/19 20:00,Winchester,CA,Formation,5 minutes,"Triangular in shape, dozens of lights slowly descending and aircraft flying toward it.",12/1/19,Sighting
10/18/19 19:00,Cortez,CO,Triangle,<30 seconds,Saw triangular-shaped object with flashing lights in the southern sky at Mesa Verde Park at dusk.,12/1/19,Sighting
10/18/19 15:00,Hackensack,NJ,Diamond,30 minutes,,12/1/19,Sighting
10/18/19 12:45,Cincinnati,OH,Cigar,30 seconds,Silver cigar shaped craft that vanished near Cincinnati,12/1/19,Sighting
10/18/19 12:45,Howell,MI,Cigar,10 seconds,"White, cigar-shaped object spotted in Howell, MI",12/1/19,Sighting
10/18/19 10:40,scottsdale,AZ,Unknown,20-30 seconds,a red light in the night sky with a slow blinking white light,12/1/19,Sighting
10/18/19 10:03,Brooklyn,NY,Formation,,Multiple stationary bright lights,12/1/19,Sighting
10/18/19 08:00,Yosemite,KY,Unknown,Don't remember,I remember looking at the clock and it being either 8 or 10 pm on Oct. 18 2019. I had been up for two days unable to sleep for some rea,12/1/19,Sighting
10/18/19 07:30,Torrance,CA,Cigar,5 minutes,"Saw it out of my bedroom window. Came up out of horizon, then over my house. Bright white shining obeject with windows. Silent slow mov",12/1/19,Sighting
10/18/19 06:30,Pennington,MN,Circle,15 minutes,At 6:30 I’m the morning before sunrise myself and two others saw at first a bright white flash in the sky and at first didn’t know what,12/1/19,Sighting
10/18/19 06:00,Milwaukee,WI,,25 min,Strange large contrail in sky over Milwaukee going from SE to NW. Larger and wider than usual jet contrails.,12/1/19,Sighting
10/18/19 05:07,Norris City,IL,,,MADAR Node 115,12/1/19,Sighting
10/18/19 01:00,Rochester,MN,Circle,40 minutes,Bright light moving erratically in all directions,12/1/19,Sighting
10/18/19 00:25,Estes Park,CO,,,MADAR Node 156,12/1/19,Sighting
10/18/19 00:00,Atlanta (downtown area),GA,Unknown,45mins,6 LIGHTS total....... 4 blue 2 white..... the white light was blinking slowly....... u couldnt see anything else. like it was cloaked,12/1/19,Sighting
10/18/19,Norwalk,WI,Circle,20 seconds,a large moon size circle with smokey grey clouds swirling inside moved from west to east then stopped and dark objects appeared disappe,2/7/20,Sighting
10/17/19 23:11,Jefferson,GA,Fireball,30 seconds,Bright green fireball in SE sky while heading towards Athens on Jefferson Rd,12/1/19,Sighting
10/17/19 21:45,San Francisco,CA,Sphere,30 seconds,UFO seen on KRON 4 News @ 9 during flight delay report.,12/1/19,Sighting
10/17/19 21:00,Phoenix,AZ,Triangle,1-2 minutes,Large V Shape Aircraft Spotted in Phoenix Arizona,12/1/19,Sighting
10/17/19 20:48,Knoxville,TN,Triangle,2 minutes,Seen 2 odd lights moving from the west heading east. When it became aligned with my location it was extremely clear as a triangle rear,12/1/19,Sighting
10/17/19 20:30,Raytown,MO,Light,21:00,"A light in the sky with a faint “V” formation, flashed from red to green quickly and was seen numerous times.",12/1/19,Sighting
10/17/19 20:25,O'Fallon,MO,Light,2 seconds,Bright white light zoomed across sky,12/1/19,Sighting
10/17/19 20:15,Perris,CA,Fireball,5 minutes,Coming from South towards San Diego. There was a bright red fire flying still all the sudden white balls look like the movie Independen,12/1/19,Sighting
10/17/19 20:00,Springfield,MO,Cone,Few seconds,Bright green light,12/1/19,Sighting
10/17/19 20:00,Lafayette,OR,Disk,2 minutes,Three disk like objects were seen. Each one had 4 small lights on the front. They moved in formation to the Northeast. One slowly disap,12/1/19,Sighting
10/17/19 19:32,Milton,FL,Circle,2 mins,Lights in the sky,12/1/19,Sighting
10/17/19 14:00,Crossville,TN,Circle,Sighting,We were heading down seventy when we looked over to the left before stockyard and we seen a huge silver/metallic round object.. It was,12/1/19,Sighting
10/17/19 08:05,Flint,TX,Circle,15seconds,,12/1/19,Sighting
10/17/19 07:48,Stanhope,IA,Circle,2 min.,Seen while driving home to the west. Looked like an orange light that got close really fast then disapered in a blink.,12/1/19,Sighting
10/17/19 06:45,Milan,MI,Unknown,,,12/1/19,Sighting
10/17/19 06:25,Auburn,WA,Circle,15 seconds,"Translucent, Crystal Ball",12/1/19,Sighting
10/17/19 06:25,Truth or Consequences,NM,Triangle,10 mins,This morning I was leaving my house and heading to work when I noticed a bright flashing circular light low in the northern sky. It app,12/1/19,Sighting
10/17/19 06:05,Woodbine,GA,,,MADAR Node 154,12/1/19,Sighting
10/17/19 05:20,Nanticoke,PA,Circle,2 minutes,Bright white light not shining at anything just floating,12/1/19,Sighting
10/17/19 04:30,Brunswick,ME,Other,10 mins,woken up by knocking in a dream//yellow flashes of light(and noises) that seemed to cause a momentary power outage,12/1/19,Sighting
10/17/19 03:00,Madison,MS,Light,1 hour,A formation of flashing lights hovering high in the air.,12/1/19,Sighting
10/17/19 00:00,Sacramento,CA,Light,2 minutes,Star not a star.,12/1/19,Sighting
10/17/19,Independence,MO,,18:35,Single round light size of a dime traveled from se to sw at a high rate of speed for 3 to 4 seconds. Red light flashed also.,12/1/19,Sighting
10/16/19 23:45,Colorado Springs,CO,Changing,0:45,"Changes shape, rotates, changes colors, does not move the way any airplane moves.",12/1/19,Sighting
10/16/19 23:30,Colorado Springs,CO,Light,3 Hours,Multiple Lights moving outside our Colorado house for the 2nd night in a row.,12/1/19,Sighting
10/16/19 23:22,Irwin,PA,Circle,35mins,Right above my neighbor's house at 1st I thought it was the moon but dinners I see the moon is Shannon in an opposite direction a ghost,12/1/19,Sighting
10/16/19 23:22,Irwin,PA,Circle,35mins,Right above my neighbor's house at 1st I thought it was the moon but I see the moon is Shining in an opposite direction and went right,12/1/19,Sighting
10/16/19 21:41,Hardeeville,SC,Triangle,30-50 seconds,large with only white lights hovering above the ground from 30-50 seconds,12/1/19,Sighting
10/16/19 21:14,Sun Valley,NV,Changing,3-4 minutes,"One horizontal 5 lighted craft turns into two, turn vertical, then shape shift and disappear.",12/1/19,Sighting
10/16/19 21:10,Fort Myers,FL,Other,,Very large horse shoe shaped object that moved W-E then split into smaller shapes and disappeared.,12/1/19,Sighting
10/16/19 21:00,Rosemary Beach,FL,Formation,10 minutes,Very bright lights then line of 4 lights,12/1/19,Sighting
10/16/19 20:00,North Myrtle Beach,SC,Formation,Within 2 min,A rectangular formation of three reddish orange round lights that lite up one at a time in a line. Stayed few seconds. Repeated the sa,12/1/19,Sighting
10/16/19 19:25,Chicago,IL,Triangle,2-3 seconds,Massive triangle zooms over Chicago’s west side,12/1/19,Sighting
10/16/19 17:00,Hot Springs,SD,Triangle,7 seconds,I was entering Wind Cave National Park from the south end when I got out of my vehicle to get some fresh air from my long drive. I loo,12/1/19,Sighting
10/16/19 16:31,Pensacola,FL,,,MADAR Node 157,12/1/19,Sighting
10/16/19 12:45,Farmington,NM,Changing,2mins,About 5 lights in a row with different colors that looked as if they were connected by a foggy transparent ribbon Very low to the grou,12/1/19,Sighting
10/16/19 10:35,Osceola,AR,Sphere,30 seconds,Silver sphere changes to translucent then shot vertical into atmosphere,12/1/19,Sighting
10/16/19 06:30,Brandon,SD,Fireball,2 min,Fireball seen above Brandon sd,12/1/19,Sighting
10/16/19 05:25,Fishers,IN,,,MADAR Node 84,12/1/19,Sighting
10/16/19 05:18,Jonesboro,AR,,,MADAR Node 143,12/1/19,Sighting
10/16/19 04:35,North Billerica,MA,Light,10 seconds,"Very bright light that moved like a shooting star but much, much larger. Light was bright white. Brighter in the center. Lit the ent",12/1/19,Sighting
10/16/19 03:00,Coral Springs,FL,,7 seconds,,12/1/19,Sighting
10/15/19 21:30,Eustis,FL,Other,3 min,Giant V shaped cloud shot across the sky within seconds.,12/1/19,Sighting
10/15/19 19:00,Palmer Township,PA,Other,5 minutes,I saw a Black Boomerang shaped object Along with 2 lights appearing through the sky diagonally above the left side of object,12/1/19,Sighting
10/15/19 18:45,Concord,NC,Oval,5 Minutes,"Bright, Oval Light in the Sky that hovered, and then disappeared quickly.",12/1/19,Sighting
10/15/19 12:35,Las Vegas,NV,Flash,10 minutes,Flashing lights in the middle of the day above Las Vegas,12/1/19,Sighting
10/15/19 11:20,Albuquerque,NM,Circle,About 2 min,My sister and I were driving north on corrs Blvd in Albuquerque NM. We were near the montano Rd exit when we saw three 'brown balls' in,12/1/19,Sighting
10/15/19 10:20,Rancho Cucamonga,CA,Sphere,1min or so,"gray metalic sphere hovering stationary in sky for a min or so. Off Daycreek Blvd/Highland Ave, adjacent to 10 freeway",12/1/19,Sighting
