Date / Time,City,State,Shape,Duration,Summary,Posted,Type,text,Lat,Lng
9/11/19 22:13,Milton-Freewater,OR,Triangle,9 minutes,09/11/19 a huge hovering craft trailed by a smaller flying low,9/19/19,Sighting,Sighting : Milton-Freewater,45.9326346,-118.3877435
9/11/19 21:15,Matador,TX,Triangle,45 minutes,So I witnessed something last night that I can’t explain. And even got laughed at when I told a few friends about it. Last night I,9/19/19,Sighting,Sighting : Matador,34.01202110000001,-100.8220785
9/11/19 21:00,Oakville,CT,Circle,15 minutes,3 orange lights were observed in the sky !! Much larger than a aircraft !! We watched and the lights stayed in one place then just fade,9/12/19,Sighting,Sighting : Oakville,41.5934302,-73.0853867
9/11/19 21:00,Everett,WA,Circle,25 minutes,"Lights in the sky scene from Everett, Washington.",9/12/19,Sighting,Sighting : Everett,47.9789848,-122.2020795
9/11/19 21:00,Long Barn,CA,Disk,50 minutes,"Hovering, quick movements to the right and left. Larvae and small types.",10/4/19,Sighting,Sighting : Long Barn,38.0929762,-120.1343539
9/11/19 20:38,North Las Vegas,NV,Flash,10 minutes,I seen a group of lights flying together. The lights formed an odd shape with flickering lights. ((anonymous report)),9/19/19,Sighting,Sighting : North Las Vegas,36.1988592,-115.1175013
9/11/19 19:45,Sandy Springs,GA,Rectangle,20 seconds,"My girlfiend and I live in Sandy Springs, GA. We were outside approximately September 10th, 730 - 745pm, just before dusk. Flying south",12/1/19,Sighting,Sighting : Sandy Springs,33.9304352,-84.3733147
9/11/19 15:30,Anaheim,CA,Circle,4 minutes,"I was getting out of my car. I was on the phone with my husband, and I looked up to see about six spheres flying in a clump, they were",9/12/19,Sighting,Sighting : Anaheim,33.8365932,-117.9143012
9/11/19 12:00,Springfield,IL,,2 minutes,((NUFORC Note: Source of report includes no information. Anonymous report. PD)),10/4/19,Sighting,Sighting : Springfield,39.78172130000001,-89.6501481
9/11/19 09:00,Chicago,IL,Sphere,30 seconds,I was on a commercial jet on final approach into Midway airport near Chicago. We were Over Lake Michigan at approximately 1k feet and I,10/4/19,Sighting,Sighting : Chicago,41.8781136,-87.6297982
9/11/19 05:00,Tracy,CA,Unknown,10 minutes,Yellowish-white Light Show Gliding Across The Sky,10/4/19,Sighting,Sighting : Tracy,37.7396513,-121.4252227
9/11/19 02:25,Pensacola,FL,,,MADAR Node 157,9/19/19,Sighting,Sighting : Pensacola,30.42130899999999,-87.2169149
9/11/19 02:00,Coeur d'Alene,ID,Disk,40 seconds,9/11/19 Coeur d' Alene Idaho roughly 2 am a large disk shaped craft with a dome and two rows of rectangular lights was seen near Canf,10/4/19,Sighting,Sighting : Coeur d'Alene,47.6734632,-116.7812225
9/11/19 00:00,Douglas,GA,Disk,30 minutes,"On 9 / 11 /2019 A saucer like craft hovered over the area of Coffee Ave , close to Walker Steet. The craft had bright Blue LED ( like )",10/4/19,Sighting,Sighting : Douglas,31.5088073,-82.8498654
9/11/19 00:00,Sunrise Beach,MO,Unknown,Unknown,We were visited and watched the sky change,10/4/19,Sighting,Sighting : Sunrise Beach,38.1758645,-92.7843553
9/10/19 22:30,Rio Rancho,NM,Light,30 seconds,"At about 10:30 p.m. we we're outside in my garage playing pool, and noticed the sound of a military helicopter, which isn't very abnorm",9/12/19,Sighting,Sighting : Rio Rancho,35.2327544,-106.6630437
9/10/19 22:10,Lake Worth,TX,Light,30 seconds,Two bright objects moving in formation.,9/12/19,Sighting,Sighting : Lake Worth,32.8097891,-97.44276590000001
9/10/19 22:00,Ricelake,WI,Triangle,30 seconds,I was driving by the airport like i do everyday and saw 3 red lights at tree level that have never been there before,10/4/19,Sighting,Sighting : Ricelake,45.5060682,-91.738225
9/10/19 21:30,Myrtle Beach,SC,Rectangle,3-5 minutes,It was a moon lite sky over the Atlantic ocean. All of the sudden 5 red lights in a straight line appeared out of nowhere.30 seconds la,9/12/19,Sighting,Sighting : Myrtle Beach,33.6890603,-78.8866943
9/10/19 21:30,Seaside,CA,Light,30 seconds,Lights seen above the Monterey Bay facing Monterey from Seaside. Lights were in a strange pattern moving E. ((anonymous report)),9/12/19,Sighting,Sighting : Seaside,36.6149217,-121.822098
9/10/19 21:00,Fort Myers Beach,FL,Unknown,5 minutes,UFO on beach.,10/4/19,Sighting,Sighting : Fort Myers Beach,26.4520248,-81.948145
9/10/19 20:35,Rice Lake,WI,Light,5 minutes,3 stationary red flashing lights in the Western sky.,9/12/19,Sighting,Sighting : Rice Lake,45.5060682,-91.738225
9/10/19 20:10,Vancouver,WA,Unknown,1 minute,Two red orbs side by side we're hovering at what seemed like an altitude high enough for a plane. After approximately 30 to 45 seconds,9/12/19,Sighting,Sighting : Vancouver,45.6257379,-122.6760886
9/10/19 18:30,Los Angeles,CA,Triangle,3-4 seconds,"Triangular UFO spotted on Sept. 10, 2019, over Sixth Street in Los Angeles at 6:30 p.m., broad daylight.",9/19/19,Sighting,Sighting : Los Angeles,34.0522342,-118.2436849
9/10/19 14:00,Flagstaff,AZ,Cross,Ongoing,"White cylindrical object spotted hovering stationary well above cloud level. Appears to be staying completely still, as shown by clouds",9/12/19,Sighting,Sighting : Flagstaff,35.1982836,-111.651302
9/10/19 12:00,Everett,WA,Cigar,1 minute,I looked east outside my window and saw two cigar shaped objects in the distance above the cloud line rising up what I can say is disap,9/12/19,Sighting,Sighting : Everett,47.9789848,-122.2020795
9/10/19 07:50,Flagstaff,AZ,Cone,1 hour +,Four circular unidentified shapes noted in the east sky from North NAU Campus.,10/4/19,Sighting,Sighting : Flagstaff,35.1982836,-111.651302
9/10/19 05:22,Austin,TX,,,MADAR Node 101,9/19/19,Sighting,Sighting : Austin,30.267153,-97.7430608
9/10/19 05:00,Overland Park,KS,Circle,30 minutes,Round object with roughly 15 white lights at outer edges.,9/12/19,Sighting,Sighting : Overland Park,38.9822282,-94.6707917
9/10/19 02:25,Ocala,FL,,,MADAR Node 135,9/19/19,Sighting,Sighting : Ocala,29.1871986,-82.14009229999999
9/10/19,Lowell,MA,,A Few Times Withib In A F,"What I saw was orange lights, Or a white light, and it quietly Appears, and disappears after Seconds up to a minute, it is Not a city l",9/12/19,Sighting,Sighting : Lowell,42.6334247,-71.31617179999999
9/9/19 22:55,Williamstown,KY,Circle,2 seconds,Bright orange ball appeared and shot off like a comet suddenly silently and close to me in the sky.,9/12/19,Sighting,Sighting : Williamstown,38.6381245,-84.5604977
9/9/19 21:30,Mendota,CA,Triangle,15 seconds,Triangle air craft seen over highway.,9/19/19,Sighting,Sighting : Mendota,36.7535611,-120.3815574
9/9/19 21:00,Graettinger,IA,Circle,2 minutes,Son driving home- in the country. He saw a circular shape rotating with 3 bright lights. The lights were also circulating. The object w,2/7/20,Sighting,Sighting : Graettinger,43.237733,-94.751303
9/9/19 21:00,Lewisburg,TN,Triangle,10 minutes,It was a triangle shaped object and had lights all over it that changes colors moving slowly across the sky then disappeared. There wer,9/19/19,Sighting,Sighting : Lewisburg,35.4492404,-86.7888887
9/9/19 20:47,Lakewood,CA,Changing,5 minutes,"Thought it was a drone, but it changed shape and made acrobatic moves before traveling up away from the earth.",9/12/19,Sighting,Sighting : Lakewood,33.8536269,-118.1339563
9/9/19 19:00,New Franklin,OH,Cigar,60-90 seconds,"Seen by my daughter and I, one large cigar shape object ,silver and without wings flying west to east in the early evening sky.",9/12/19,Sighting,Sighting : New Franklin,40.94172289999999,-81.5415079
9/9/19 18:45,Lakewood,OH,Cigar,10 seconds,Unknown object moving extremely fast through sky.,9/19/19,Sighting,Sighting : Lakewood,41.4819932,-81.7981908
9/9/19 18:00,Leupp,AZ,Cylinder,1 hour,My wife and I notice a cylindrical object hovering in the sky around about 10-15' k. ((NUFORC Note: DARPA balloon? PD)),9/12/19,Sighting,Sighting : Leupp,35.2980659,-111.0062528
9/9/19 13:00,Dive,PA,Diamond,2 minutes,The craft was diamond shaped with three rigged circles at the bottom all silver. It was just hovering there for about two minutes then,9/12/19,Sighting,Sighting : Dive,40.3268413,-75.99749890000001
9/9/19 07:48,Ocala,FL,,,MADAR Node 135,9/19/19,Sighting,Sighting : Ocala,29.1871986,-82.14009229999999
9/9/19 06:25,Norwood,NJ,,,MADAR Node 145,9/12/19,Sighting,Sighting : Norwood,40.9981532,-73.96180389999999
9/9/19 02:23,Ocala,FL,,,MADAR Node 135,9/19/19,Sighting,Sighting : Ocala,29.1871986,-82.14009229999999
9/9/19 00:39,Fulton County,NY,Sphere,40 minutes,Strange light in the woods 200 ft away the light was realy bright but didnt illuminate the area. ((anonymous report)),9/12/19,Sighting,Sighting : Fulton County,43.1118737,-74.4994517
9/9/19 00:03,Lagrange,GA,Light,20 seconds,"Driving over a bridge, I saw a bright light that zig- zagged and disappeared",9/12/19,Sighting,Sighting : Lagrange,33.0362218,-85.0322444
9/8/19 23:30,Prosser,WA,Light,5 minutes,"White and Red Flashing Light in Prosser, WA, Horse Heaven Hills.",9/12/19,Sighting,Sighting : Prosser,46.2067997,-119.7689223
9/8/19 22:05,Jackson,OH,Fireball,1 minute,"While on 279 heading to Jackson Lake, seen a large orange and yellow ""fireballs."" It quickly moved using a downward and to right.",9/19/19,Sighting,Sighting : Jackson,39.0520169,-82.6365536
9/8/19 22:01,Cape Coral,FL,Oval,Seconds,"Huge green flash and Oval shape shooting in the sky at very low altitude and disappearing, leaving nothing.",9/12/19,Sighting,Sighting : Cape Coral,26.5628537,-81.9495331
9/8/19 21:50,Santa Barbara,CA,Other,3 minutes,Another closeup. ((anonymous report)),9/19/19,Sighting,Sighting : Santa Barbara,34.4208305,-119.6981901
9/8/19 21:50,Santa Barbara,CA,Other,3 minutes,Another closeup.,9/12/19,Sighting,Sighting : Santa Barbara,34.4208305,-119.6981901
9/8/19 21:00,Southington,CT,Unknown,2 minutes,9 moving lights in sky. ((anonymous report)),9/12/19,Sighting,Sighting : Southington,41.5964869,-72.8776013
9/8/19 11:40,Bear Creek township,PA,Other,1 minute or less,Driving home around 1130 route 115 towards bear creek i noticed a cigar shaped white or silver object in the sky siting motionless look,12/1/19,Sighting,Sighting : Bear Creek township,41.1761332,-75.7255192
9/8/19 06:25,Norwood,NJ,,,MADAR Node 145,9/19/19,Sighting,Sighting : Norwood,40.9981532,-73.96180389999999
9/8/19 04:30,Hurricane,UT,Light,3-5 minutes,"Red colored orb sitting high in sky in one spot, hovering. Then raised straight up, fast, to a very high altitude in the sky and turned",10/4/19,Sighting,Sighting : Hurricane,37.1752607,-113.2899484
9/8/19 04:20,Boston,MA,Cross,20 minutes,Fast green lights formed three crosses in sky.,9/12/19,Sighting,Sighting : Boston,42.3600825,-71.0588801
9/8/19 03:26,Norwood,NJ,,,MADAR Node 145,9/12/19,Sighting,Sighting : Norwood,40.9981532,-73.96180389999999
9/8/19 03:25,Boise,ID,,,MADAR Node 116,9/12/19,Sighting,Sighting : Boise,43.6150186,-116.2023137
9/8/19 01:32,Santa Claus,IN,,,MADAR Node 114,9/12/19,Sighting,Sighting : Santa Claus,38.1200538,-86.9141607
9/8/19 01:25,Mt. Vernon,IN,,,MADAR Node 119,9/12/19,Sighting,Sighting : Mt. Vernon,37.9322662,-87.8950267
9/8/19 00:30,St. Charles,MO,Circle,10 seconds,We were walking the dog and there was a circle that was bright and heading toward the ground. It was so close.,9/12/19,Sighting,Sighting : St. Charles,38.7881062,-90.4974359
9/7/19 23:40,Rochester,WA,Circle,30 minutes,UFO followed me home and parked on my property!,9/19/19,Sighting,Sighting : Rochester,46.8280636,-123.0755296
9/7/19 23:30,Cross Run,PA,Oval,5 minutes,Witnessed silent oval-shaped lights flying over Cross Run.,12/1/19,Sighting,Sighting : Cross Run,40.9209888,-76.0238427
9/7/19 23:00,Poughkeepsie,NY,Unknown,2 hours,"Distant object, rotating, 3 blinking lights then 5. White and bluish lights. Over Hudson River in Poughkeepsie NY.",9/12/19,Sighting,Sighting : Poughkeepsie,41.7003713,-73.9209701
9/7/19 23:00,Washington Township,MI,Light,5-10 minutes,Three floating gold orbs in the sky.,9/12/19,Sighting,Sighting : Washington Township,42.7509332,-83.05761559999999
9/7/19 22:20,Corona,CA,Sphere,10-15 minutes,19-20 large orange spheres over the hills of Corona Ca.,9/12/19,Sighting,Sighting : Corona,33.8752935,-117.5664384
9/7/19 22:20,Corona,CA,Sphere,8 minutes,"19 orange spheres over the hills of South Corona, California.",9/12/19,Sighting,Sighting : Corona,33.8752935,-117.5664384
9/7/19 22:00,Springfield,MO,Light,2 minutes,My wife and I and two others saw a cluster of 4 lights traveling east to west. We observed them for about a minute when they vanished.,9/12/19,Sighting,Sighting : Springfield,37.2089572,-93.29229889999999
9/7/19 21:20,Hillsboro/Purceville,VA,Sphere,5-10 minutes,Several Orange Orbs flying in formation seen travelling SE from what appeared to be the Shepherdstown Area,9/12/19,Sighting,Sighting : Hillsboro/Purceville,39.1488175,-77.73371209999999
9/7/19 20:35,Endicott,NY,Sphere,20 seconds,Round bright light object change the direction with 90 degrees on a high speed rate.,9/12/19,Sighting,Sighting : Endicott,42.098408,-76.04936839999999
9/7/19 20:00,Woodbury,CT,Light,10 minutes,As above,9/12/19,Sighting,Sighting : Woodbury,41.5445404,-73.2090025
9/7/19 19:45,Upper Ssaddle River,NJ,Oval,3 seconds,"On my deck trying to show my 3 year old a bat flying over the house, sun was down it was nearly dark. Scouring the bat was why I contin",9/12/19,Sighting,Sighting : Upper Ssaddle River,41.0584299,-74.0984756
9/7/19 19:36,Phoenix,AZ,,,MADAR Node 96,9/12/19,Sighting,Sighting : Phoenix,33.4483771,-112.0740373
9/7/19 18:55,,AZ,Sphere,10 minutes,Unidentified aerial phenomena noticed from an airplane window 9/7/2019,9/19/19,Sighting,Sighting : nan,33.4123253,-111.8739942
9/7/19 18:12,Cross Plains,WI,Disk,20-30 minutes,Strange Formation in Sky Behind Clouds in Cross Plains WI,10/4/19,Sighting,Sighting : Cross Plains,43.11443850000001,-89.6556777
9/7/19 18:00,Hudsonville,MI,Cigar,2 minutes,Large Cigar shaped craft slowly moving West in Ottawa County.,9/12/19,Sighting,Sighting : Hudsonville,42.870859,-85.8650358
9/7/19 14:56,River Vale,NJ,,,MADAR Node 146,9/12/19,Sighting,Sighting : River Vale,41.0147679,-74.01197359999999
9/7/19 06:00,Dilley,TX,Chevron,5-6 seconds,At 6:00 on 9-7-19 while looking at stars and satelites a V shaped object caught my eye. For 2 seconds I watched it block out some stars,12/1/19,Sighting,Sighting : Dilley,28.6674802,-99.1705887
9/7/19 05:45,Grand Rapids,MI,Circle,2 minutes,Red Circular Object Seen over Grand Rapids.,9/12/19,Sighting,Sighting : Grand Rapids,42.9633599,-85.6680863
9/7/19 05:11,Cambridge,OH,,,MADAR Node 137,9/12/19,Sighting,Sighting : Cambridge,40.031183,-81.5884561
9/7/19 04:00,Kona,HI,Light,6 seconds,Object horizontal speed then arching descending turn down and up across its original path.,9/12/19,Sighting,Sighting : Kona,19.639994,-155.9969261
9/7/19 03:00,Bayville,NY,Circle,10 seconds,"I went out side on my mother deck to have a cigarette. I happened to look up facing southwest. There was a yellow, almost sun like col",12/1/19,Sighting,Sighting : Bayville,40.9106541,-73.56206890000001
9/7/19 01:00,Utica,NY,Other,20 seconds,Yellow pyramid hovering above the road.,9/12/19,Sighting,Sighting : Utica,43.100903,-75.232664
9/7/19,Cottonwood,AZ,Circle,9 hours,During the night of September 7th my coworkers and I were outside we noticed a huge red circular light above mingus mountain.at first w,9/12/19,Sighting,Sighting : Cottonwood,34.7391876,-112.0098791
9/6/19 23:30,Augusta,GA,Rectangle,20 seconds,"Was stargazing around 11pm or to 12am. I saw rectangular shape like a car. With dim lights hover about 20 sec., and then just drop.",9/12/19,Sighting,Sighting : Augusta,33.4734978,-82.0105148
9/6/19 23:30,Bakersfield,CA,Triangle,2 minutes,"Star-like two-layered triangular shaped craft flashing blue, red, and white seen flying low/slow then up and out of sight.",9/12/19,Sighting,Sighting : Bakersfield,35.3732921,-119.0187125
9/6/19 23:00,Bloomington,IN,Light,15 minutes,"We were on Bloomington, IN, W side and happened to look up and there were 3 lights one faded in out but the",9/12/19,Sighting,Sighting : Bloomington,39.165325,-86.52638569999999
9/6/19 22:00,Bloomington,IN,Triangle,5 minutes,Myself and two co-workers witnessed a very large black triangle hovering in the sky near our workplace. The three of us stood and watch,9/12/19,Sighting,Sighting : Bloomington,39.165325,-86.52638569999999
9/6/19 21:00,League City,TX,Formation,2 minutes,"As we were heading northbound on Hobbs Road in league City, Tx, we saw one single white light drop in the sky. Once it dropped it split",9/12/19,Sighting,Sighting : League City,29.5074538,-95.0949303
9/6/19 20:50,Kenosha,WI,Teardrop,1-2 minutes,Multiple white teardrop shaped lights,9/12/19,Sighting,Sighting : Kenosha,42.5847425,-87.82118539999999
9/6/19 20:30,Ocean Springs,MD,Triangle,3 seconds,Scalene triangle formed with lights and red dot in center sighted by 2 marching band members.,9/12/19,Sighting,Sighting : Ocean Springs,30.4290523,-88.8300818
9/6/19 17:30,Battle Ground,WA,Other,~20 seconds,"At my apartment complex, saw a white shiney dot moving quickly across the sky, pulled 2 direct 90 degree turns, then continued on.",9/12/19,Sighting,Sighting : Battle Ground,45.7807959,-122.5477298
9/6/19 09:20,Exeter,NH,Light,10 seconds,4 yellowish-green vessels 3 seconds apart moving about 1000 mph single file.,9/12/19,Sighting,Sighting : Exeter,42.9814292,-70.9477546
9/6/19 05:25,Jonesboro,AR,,,MADAR 143,9/12/19,Sighting,Sighting : Jonesboro,35.84229670000001,-90.704279
9/6/19 05:03,North East,MD,Unknown,5 minutes,"Sky glowing red, pulsing in 1 second intervals, continued about 5 minutes, suddenly stopped",9/6/19,Sighting,Sighting : North East,39.6001132,-75.94133269999999
9/6/19 05:00,North Prairie,WI,Circle,5 minutes,Saw a pale reddish in the Eastern sky then it started to flicker then disappeared then it seemed to turn into to three flashing lights.,9/6/19,Sighting,Sighting : North Prairie,42.934456,-88.4053742
9/5/19 23:30,Jackson Township,OH,Light,15 minutes,"Light in the sky, flashing lights.",9/6/19,Sighting,Sighting : Jackson Township,40.86655,-81.49379929999999
9/5/19 23:00,Painesville,OH,Chevron,48 minutes,"Flashing Xmas tree in sky over Painesville, OH",9/12/19,Sighting,Sighting : Painesville,41.7244885,-81.245657
9/5/19 22:20,Eatonville/Graham,WA,Triangle,20 seconds,triangle shape seen by co-worker same night traveling same road,9/12/19,Sighting,Sighting : Eatonville/Graham,46.86732629999999,-122.2665021
9/5/19 21:16,Leavenworth,KS,Light,2 minutes,"Bright light that got brighter, dimmed, and shot off",9/6/19,Sighting,Sighting : Leavenworth,39.3111112,-94.9224637
9/5/19 21:05,Sayreville,NJ,Light,30 minutes +,"New Jersey Sayreville massive light in cloudy night sky not moving, stationary for 30 min then disappeared at 9pm.",9/6/19,Sighting,Sighting : Sayreville,40.45940210000001,-74.360846
9/5/19 19:33,Canton,OH,Diamond,,"Report of possible UFO sighting, diamond0shape, fast moving",9/6/19,Sighting,Sighting : Canton,40.79894729999999,-81.378447
9/5/19 18:51,Estes Park,CO,,,MADAR Node 156,9/12/19,Sighting,Sighting : Estes Park,40.3772059,-105.5216651
9/5/19 13:38,Eagle,ID,Circle,30 seconds,I was doing yard work when I noticed a white ball moving slowly through the sky and then stop and change direction and disappear.,9/6/19,Sighting,Sighting : Eagle,43.6954424,-116.3540138
9/5/19 07:30,Weatherford,TX,Cylinder,30 seconds,"Re-entry moving W, W of Weatherford, TX.",9/12/19,Sighting,Sighting : Weatherford,32.7592955,-97.7972544
9/5/19 01:45,Ashland,WI,Formation,~1 minute,I do not how use a processor. I was taking of the Northern Lights apoxy.1:45. I did not see the objects until home and editing. The ima,9/6/19,Sighting,Sighting : Ashland,46.5924428,-90.8837982
9/4/19 23:30,Sparta,WI,Sphere,10 minutes,"7 orbs-spheres east of fort MCcoy, they just started disappearing one by one.",9/6/19,Sighting,Sighting : Sparta,43.9441328,-90.8129118
9/4/19 23:00,Ozona,TX,Light,12 seconds,Light almost like a plane flying quickly above the clouds from left to right higher and higher until it could not be seen any longer,9/6/19,Sighting,Sighting : Ozona,30.70222489999999,-101.2013819
9/4/19 22:30,Wellfleet,MA,Light,1 hour+,"3 lights @ same time, 2 were together, all were running in circles. ((NUFORC Note: Possible advertising lights?? PD))",9/6/19,Sighting,Sighting : Wellfleet,41.93054679999999,-70.03097530000001
9/4/19 22:15,Westminster,CO,Rectangle,10 seconds,Noiseless rectangular object slowly moving.,9/6/19,Sighting,Sighting : Westminster,39.8366528,-105.0372046
9/4/19 20:30,Sparta,WI,Formation,7 minutes,Seen two orange lights moving together. Then one went dark and then the next one went dark. Then a group of four showed up and moved to,9/6/19,Sighting,Sighting : Sparta,43.9441328,-90.8129118
9/4/19 19:46,Laurel,MD,Chevron,1 minute,"Crafts were not visible to the naked eye, but were observed in photo after image captured.",9/6/19,Sighting,Sighting : Laurel,39.0992752,-76.8483061
9/4/19 17:14,Pembroke,NH,,,MADAR Node 110,9/12/19,Sighting,Sighting : Pembroke,43.1814246,-71.4418101
9/4/19 13:12,Estes Park,CO,,,MADAR Node 152,9/12/19,Sighting,Sighting : Estes Park,40.3772059,-105.5216651
9/4/19 06:10,Fairfax,VA,,,MADAR Node 122,9/12/19,Sighting,Sighting : Fairfax,38.84622359999999,-77.30637329999999
9/4/19 00:58,Omaha,NE,Chevron,7 seconds,I caught direct visual and watched a boomerang shaped craft fly from a NNW to S path.,9/6/19,Sighting,Sighting : Omaha,41.2565369,-95.9345034
9/3/19 23:03,Virginia Beach,VA,Circle,1 minute,I was walking along virgina beach when I seen a small orange circular orb flying threw the sky the object got brighter and brighter ora,10/4/19,Sighting,Sighting : Virginia Beach,36.8529263,-75.97798499999999
9/3/19 23:00,Utica,NY,Other,1 minute,"((HOAX??)) Ufo Landing In Utica, NY, ((anonymous report))",9/6/19,Sighting,Sighting : Utica,43.100903,-75.232664
9/3/19 22:00,Olympia,WA,Formation,Seconds,"Five to seven lights looking like meteors slowed, swarmed and then flew southwest. ((anonymous report))",9/6/19,Sighting,Sighting : Olympia,47.0378741,-122.9006951
9/3/19 21:20,Madison/Painesville line,OH,Light,~2 minutes,Two lights merged into one and then faded out. ((anonymous report)),9/6/19,Sighting,Sighting : Madison/Painesville line,41.7277,-81.2209263
9/3/19 19:15,Bowling Green,KY,Cigar,5 minutes,Shiny tic-tac type ufo spotted in bowling green ky,9/6/19,Sighting,Sighting : Bowling Green,36.9685219,-86.4808043
9/3/19 18:00,Issaquah,WA,Other,30 minutes,"My Sighting of a Flying Dragon in Issaquah, Washington.",9/12/19,Sighting,Sighting : Issaquah,47.5301011,-122.0326191
9/3/19 11:03,Virginia Beach,VA,Circle,1 minute,I was walking along virgina beach when I seen a small orange circular orb flying threw the sky the object got brighter and brighter ora,10/4/19,Sighting,Sighting : Virginia Beach,36.8529263,-75.97798499999999
9/3/19 09:04,Breckenridge,CO,Disk,Pic,"Disk with a portal. ((NUFORC Note: Anomalous objects in photo sent do not look to us as if either is a ""portal."" PD))",9/6/19,Sighting,Sighting : Breckenridge,39.4816537,-106.0383518
9/3/19 00:00,Burkesville,KY,Disk,10,((NUFORC Note: No information provided by the source of the report. PD)),9/6/19,Sighting,Sighting : Burkesville,36.7903399,-85.3705186
9/2/19 23:58,Long Beach,CA,Formation,11 seconds,Formation of lights. ((anonymous report)),9/6/19,Sighting,Sighting : Long Beach,33.7700504,-118.1937395
9/2/19 23:35,Clayton,NC,Cylinder,15 minutes,Cylinder craft moving flashing lights only moving up and down,9/6/19,Sighting,Sighting : Clayton,35.650711,-78.4563914
9/2/19 23:00,Clarksville,TN,Triangle,1 minute,"Witnessed 2 black triangle shaped craft fly directly overhead, silently appeared to be 300' up and slow moving in staggered formation.",9/6/19,Sighting,Sighting : Clarksville,36.5297706,-87.3594528
9/2/19 22:00,Mastic beach,NY,Triangle,15 seconds,Saw another report. Had to say I also reported 3 lights in triangle form with military aircrafts in pursuit. Was one giant object. In b,9/19/19,Sighting,Sighting : Mastic beach,40.7667655,-72.85204759999999
9/2/19 22:00,Center Moriches,NY,Triangle,1 minute,3 red lights form triangle,9/6/19,Sighting,Sighting : Center Moriches,40.8003767,-72.7898233
9/2/19 22:00,Charles City,VA,Unknown,,I was fishing when I seen a ufo.,9/6/19,Sighting,Sighting : Charles City,37.34389060000001,-77.071268
9/2/19 21:45,Council Bluffs,IA,Circle,20 minutes,Standing alone object in night sky changes color after I shine flashlight on it.,9/6/19,Sighting,Sighting : Council Bluffs,41.2619444,-95.8608333
9/2/19 21:03,Atlanta,GA,Disk,30 seconds,Disk shape object with illuminated white lights west of Atlanta I-285,9/6/19,Sighting,Sighting : Atlanta,33.7489954,-84.3879824
9/2/19 21:00,Valparaiso,IN,Light,,"Zig zag format behind airplane. Then vanished straight up. ((NUFORC Note: Witness does not describe what ""it"" was. PD))",9/6/19,Sighting,Sighting : Valparaiso,41.4730948,-87.0611412
9/2/19 16:13,Newburgh,IN,,,MADAR Node 142,9/12/19,Sighting,Sighting : Newburgh,37.9444882,-87.4052865
9/2/19 15:30,Tilene,KY,Disk,1 second,"Disk with cone, one second, snapped in photo next to a Cessna type plane/",9/6/19,Sighting,Sighting : Tilene,37.1725544,-88.24447450000001
9/2/19 15:00,Pikeville,NC,Egg,2 minutes,I casually glanced up in the sky above me and about 100ft i saw a craft shaped like a blimp but was almost clear like it was trying loo,12/1/19,Sighting,Sighting : Pikeville,35.497105,-77.98193119999999
9/2/19 14:29,Laughlintown,PA,,,MADAR Node 94,9/12/19,Sighting,Sighting : Laughlintown,40.2119249,-79.1985923
9/2/19 10:13,Payson,IL,,,MADAR Node 97,9/12/19,Sighting,Sighting : Payson,39.81699070000001,-91.2423656
9/2/19 02:18,Englewood,CO,Triangle,12 minutes,"Very large triangle craft with flashing light sequence; periodic lights at 3 points revealed the object and size, discreet",2/7/20,Sighting,Sighting : Englewood,39.6477653,-104.9877597
9/2/19 02:00,Perris,CA,Light,20 minutes,I live by Romana Expressway and Avalon it's a mountain right by my house and it looks like it have stairs on it I can see the mountain,9/6/19,Sighting,Sighting : Perris,33.7825194,-117.2286478
9/2/19 01:25,Mt. Vernon,IN,,,MADAR Node 119,9/12/19,Sighting,Sighting : Mt. Vernon,37.9322662,-87.8950267
9/1/19 23:21,Canton,NY,Light,1.61,White-ish moving lights/dots,10/4/19,Sighting,Sighting : Canton,44.5956163,-75.1690942
9/1/19 23:00,Aurora,CO,Fireball,3 minutes,"I was fishing on the South side of Cherry Creek State Park and there was very little illumination for lights, it was dark and excellent",9/6/19,Sighting,Sighting : Aurora,39.7294319,-104.8319195
9/1/19 22:37,Maple Grove,MN,Fireball,3 minutes,Flame-like flying object sighted along normal airline flight path over Twin Cities. ((anonymous report)),9/6/19,Sighting,Sighting : Maple Grove,45.0724642,-93.4557877
9/1/19 22:00,Sturbridge,MA,,3 minutes,Orange colored ball in the sky traveling WSW. ((anonymous report)),9/6/19,Sighting,Sighting : Sturbridge,42.1084122,-72.0787059
9/1/19 22:00,Bloomingdale,MI,Other,Several hours,Crazy lights in the sky over Van Buren Sunday night!,9/6/19,Sighting,Sighting : Bloomingdale,42.3828129,-85.95696749999999
9/1/19 21:00,Reading,PA,Fireball,2 minutes,Orange pulsating fireball of light silently flying west then slowly rising up and traveling north then disappears. It changed from red,9/6/19,Sighting,Sighting : Reading,40.3356483,-75.9268747
9/1/19 20:30,League City,TX,Circle,5 minutes,8-9 Orange glowing objects in single file line moving across the sky.,9/6/19,Sighting,Sighting : League City,29.5074538,-95.0949303
9/1/19 19:00,Pismo Beach,CA,Light,5 minutes,I was walking my dog on the beach I saw a light over the mountains it was twilight the sun was just going down I said to myself that it,9/6/19,Sighting,Sighting : Pismo Beach,35.1427533,-120.6412827
