Date / Time,City,State,Shape,Duration,Summary,Posted,Type,text,Lat,Lng
12/22/19 18:35,Twin Lakes,WI,,20,Confirmation sighting of star like lights moving east to west in straight line. ((Starlink satellites?)),1/31/20,Sighting,Sighting : Twin Lakes,42.5311294,-88.2481461
12/22/19 18:35,Huntley,IL,Light,5 minutes,Lights in night sky moving in a straight line formation. ((Starlink satellites??)),12/22/19,Sighting,Sighting : Huntley,42.1680796,-88.4281415
12/22/19 18:35,Elkhorn,WI,Light,15 minutes,"Star like lights moving from west to east in straight line, in night sky. ((NUFORC Note: Starlink satellites? PD))",12/22/19,Sighting,Sighting : Elkhorn,42.6727927,-88.5445447
12/22/19 18:32,Lisle,IL,Sphere,8 minutes,"Line of 8 to 10 spheres, star sized lights traveling SW to NE across the horizon, perfect line. ((Starlink satellites?))",12/22/19,Sighting,Sighting : Lisle,41.801141,-88.0747875
12/22/19 18:30,Rockford,IL,Light,10 minutes,The event was already occurring when I became cognizant. Numerous lights that appeared ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Rockford,42.2711311,-89.0939952
12/22/19 18:30,Huntsville,MO,Light,35 minutes,String of white lights that disappeared into a triangle shaped object ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Huntsville,39.440589,-92.5451834
12/22/19 18:30,Rolla,MO,Sphere,10 minutes,"I see alot of activity in this area and perform to go out and keep my eyes peel to the Night sky. ((""Starlink"" satellites??))",1/31/20,Sighting,Sighting : Rolla,37.948544,-91.7715303
12/22/19 18:30,Fairfield,IA,Light,5 minutes,8 lights flying S to equal distance from each other and disappeared ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Fairfield,41.00761139999999,-91.9636914
12/22/19 18:30,Twin Lakes,WI,Light,15 minutes,"7 lights slowly moving west to east, equally spaced, appeared to be moving upward and disappeared. ((Starlink satellites?))",1/31/20,Sighting,Sighting : Twin Lakes,42.5311294,-88.2481461
12/22/19 18:30,Grain Valley,MO,Light,5 minutes,The objects looked very high altitude. ((Starlink satellites?)),12/22/19,Sighting,Sighting : Grain Valley,39.0150069,-94.19855799999999
12/22/19 18:30,Twin Lakes,WI,Light,16 minutes,"7 or 8 lights moving slowly from the west, all equally spaced apart and disappeared one by one above us. ((Starlink satellites?))",1/31/20,Sighting,Sighting : Twin Lakes,42.5311294,-88.2481461
12/22/19 18:30,Troy Grove,IL,Light,20 minutes,There was a line of very noticeable lights traveling north east over middle Illinois. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Troy Grove,41.4678108,-89.0831383
12/22/19 18:30,Branson,MO,Light,45 minutes,"As I stood on my balcony, I saw approximately 40 bright lights evenly spaced moving ((NUFORC Note: Starlink satellites? PD))",12/22/19,Sighting,Sighting : Branson,36.6436731,-93.21851439999999
12/22/19 18:28,Chicago,IL,Circle,5-10 minutes,"My wife and I saw approx. 12-15 round white lights traveling in N/E in a straight line, ((""Spacelink"" satellites.))",2/7/20,Sighting,Sighting : Chicago,41.8781136,-87.6297982
12/22/19 18:20,Shidler,OK,Circle,15 minutes,"Multiple objects appearing in the west traveling east 50+ observed. ((""Starlink"" satellites??))",1/31/20,Sighting,Sighting : Shidler,36.7819849,-96.6611377
12/22/19 18:10,Castro Valley,CA,Formation,5min,Lights in sky in straight line at satellite heights moving very fast in easterly direction. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Castro Valley,37.6955029,-122.0738678
12/22/19 18:06,Alexandria,VA,,,MADAR Node 141,1/31/20,Sighting,Sighting : Alexandria,38.8048355,-77.0469214
12/22/19 18:00,San Francisco,CA,Formation,unknown,"Hundreds of crisscrossing star-like objects. ((""Starlink"" satellites??))",1/31/20,Sighting,Sighting : San Francisco,37.7749295,-122.4194155
12/22/19 18:00,Hayward,CA,Light,15 min,OBJECTS APPEAR AS SATELLITES IN FORMATION. ((Starlink satellites)),12/22/19,Sighting,Sighting : Hayward,37.6687665,-122.0809964
12/22/19 18:00,Santa Cruz,CA,Sphere,5 minutes,"satellite like looking objects single file line, orderely flying in perfection, 30 or so of them, wow!!!!! ((Starlink satellites))",12/22/19,Sighting,Sighting : Santa Cruz,36.9741171,-122.0307963
12/22/19 18:00,Reno,NV,Formation,5 minutes,string of lights evenly spaced moving across sky. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Reno,39.5296329,-119.8138027
12/22/19 18:00,Hays,KS,Light,10 min,I stepped out back and saw a straight line procession of &quot;Stars&quot; ... ((Starlink satellites?)),12/22/19,Sighting,Sighting : Hays,38.8791783,-99.3267702
12/22/19 18:00,Salinas,CA,Light,~15min,"31 UFOs seen traveling SW to NE in a mostly evenly space row, one after the other. ((NUFORC Note: Starlink satellites? PD))",12/22/19,Sighting,Sighting : Salinas,36.6777372,-121.6555013
12/22/19 17:40,Barrington,NH,,7 seconds,"Bright ""star"" moving very slowly near Polaris accelerates slightly and quickly fades out.",1/31/20,Sighting,Sighting : Barrington,43.2228599,-71.0470077
12/22/19 17:20,Flint,MI,Unknown,5 minutes,"Rotating object, appearing to be near lake Lake Michigan near Grand Rapids. ((""Spacelink"" satellites.))",2/7/20,Sighting,Sighting : Flint,43.0125274,-83.6874562
12/22/19 16:00,Reading,PA,Diamond,5-10 minutes,"Diamond shaped, noiseless, hovering about a 1000 feet above ground.",2/7/20,Sighting,Sighting : Reading,40.3356483,-75.9268747
12/22/19 16:00,Deming,NM,Other,1 hour,I saw and photographed an object hovering about 1000 feet in the air for about an hour. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Deming,32.2686981,-107.7586404
12/22/19 15:45,Albion,ID,Light,30 minutes,Possible mother ship launching smaller crafts,1/31/20,Sighting,Sighting : Albion,42.4126885,-113.578063
12/22/19 10:30,Council Bluffs,IA,,,MADAR Node 133,1/31/20,Sighting,Sighting : Council Bluffs,41.2619444,-95.8608333
12/22/19 08:00,Chicago,IL,Circle,20 min,I saw a very big circle like thing in the sky with very strong lights in purple lavender pink color flashing very strong over trees rig,12/22/19,Sighting,Sighting : Chicago,41.8781136,-87.6297982
12/22/19 07:00,Deming,NM,Cigar,1 hour or more,Large stationary object for over an hour,2/7/20,Sighting,Sighting : Deming,32.2686981,-107.7586404
12/22/19 06:05,Rohnert Park,CA,Light,2 - 3 minutes,Lights in a row. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Rohnert Park,38.3396367,-122.7010984
12/22/19 01:45,Alamo,NV,Other,30 seconds,"very bright, white, light, sparatic movement horizontal to the horizon and then went vertical till it disappeared",2/7/20,Sighting,Sighting : Alamo,37.3649613,-115.1644614
12/22/19 01:03,Largo,FL,,,MADAR Node 140,1/31/20,Sighting,Sighting : Largo,27.9094665,-82.7873244
12/22/19,Oxford,CT,Rectangle,6 seconds,Large rectangular object with 4-5 flashing lights On 12/22/19 im driving home from a friends house in oxford though a back road.A some,1/31/20,Sighting,Sighting : Oxford,41.4338203,-73.1168393
12/21/19 23:50,Poteau,OK,Triangle,3 seconds,"Admiring the stars while walking dog, looking up and observed 3 lights with equal distance apart moving quickly and no noise made and t",1/31/20,Sighting,Sighting : Poteau,35.0537094,-94.6235579
12/21/19 23:43,Mountlake Terrace,WA,,,MADAR Node 100,1/31/20,Sighting,Sighting : Mountlake Terrace,47.7881528,-122.3087405
12/21/19 22:15,Carthage,NC,Fireball,5 Minutes,Saw a Fireball UFO glowing Red/Orange. It moved around in all directions. Very cool! The last time I saw a Fireball UFO was in Great F,12/22/19,Sighting,Sighting : Carthage,35.3459867,-79.4169711
12/21/19 20:30,Greenville,SC,Sphere,5 to 6 mins,Orange lights in sky. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Greenville,34.85261759999999,-82.3940104
12/21/19 19:50,Kansas City,MO,Formation,25 minutes,"5 lights in an exact row, resembling stars, then movement by one light, as observed from an aircraft.",1/31/20,Sighting,Sighting : Kansas City,39.0997265,-94.5785667
12/21/19 19:30,Stevensville,MI,Diamond,40 minutes,Yellowish Diamond shaped object with a distinct line right down the middle. ((NUFORC Note: Possibly Venus?? PD)),1/31/20,Sighting,Sighting : Stevensville,42.014487,-86.5194654
12/21/19 19:30,Stevensville,MI,Diamond,40 minutes,Yellowish Diamond shaped object with a distinct line right down the middle. ((anonymous source)) ((Venus??)),2/7/20,Sighting,Sighting : Stevensville,42.014487,-86.5194654
12/21/19 19:00,Sedalia,MO,Formation,10 minutes,Lights look to be flashing in straight line evenly spaced going northeast,2/7/20,Sighting,Sighting : Sedalia,38.7044609,-93.2282613
12/21/19 19:00,,VA,Light,5-8 mins,"Approx 7pm on Dec 21, 2019 i was outside and noticed what i thought was maybe a big meteor or similar object. It was very big and brigh",12/22/19,Sighting,Sighting : nan,36.6658739,57.50020980000001
12/21/19 19:00,South Phoenix/Picacho Peak,AZ,Circle,30 minutes,We watched about 20 star/satellite type lights moving from West to East while camping. ((Starlink satellites?)),12/22/19,Sighting,Sighting : South Phoenix/Picacho Peak,32.6460228,-111.4014053
12/21/19 19:00,Indianapolis,IN,Circle,1.5 hours,Just west of Jupiter an orb shot up and to the left. It was floating. Another one popped up and floated the same direction. This happen,12/22/19,Sighting,Sighting : Indianapolis,39.768403,-86.158068
12/21/19 18:43,Valex,NM,Unknown,4.5 mintues,Chain of lights- move steadily then disappears.,12/22/19,Sighting,Sighting : Valex,,
12/21/19 18:35,Revere,MO,Light,,Straight line of lights at varying intervals moving from South to North. ((Starlink satellites?)),12/22/19,Sighting,Sighting : Revere,40.49503989999999,-91.67766309999999
12/21/19 18:30,Valle,AZ,Formation,2-3 minutes,Line of at least 14 lights traveling east in a single line. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Valle,35.6536071,-112.1384988
12/21/19 18:30,Albuquerque,NM,Light,10-15 min,I first noticed 3 aircraft (no noise or typical aircraft strobes) travelling SW to NE in a steady s ((Starlink satellites?)),12/22/19,Sighting,Sighting : Albuquerque,35.0843859,-106.650422
12/21/19 18:30,Glassboro,NJ,Fireball,3 seconds,Blue-green burst of light traveled horizontally in the sky for 3 and completely disappeared.,2/7/20,Sighting,Sighting : Glassboro,39.70289229999999,-75.1118422
12/21/19 18:30,Roosevelt lake,AZ,Light,10 minutes plus,I saw what appeared as lights moving in a straight line on a NNE flight pattern. ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Roosevelt lake,33.6865184,-111.1235382
12/21/19 18:00,Gloucester City,NJ,Formation,5 min,BRIGHT RED LIGHTS OVER PHILLY/SOUTH JERSEY AREA (FORMATION),12/22/19,Sighting,Sighting : Gloucester City,39.8917799,-75.1162863
12/21/19 09:30,Port St. Lucie,FL,Light,5 minutes,3 bright lights hovering and tilted,1/31/20,Sighting,Sighting : Port St. Lucie,27.2730492,-80.3582261
12/21/19 09:01,Greenville,SC,Circle,15 minutes,Glowing orange orbs floating over Greenville. ((Starlink satellites?)),12/22/19,Sighting,Sighting : Greenville,34.85261759999999,-82.3940104
12/21/19 08:40,Nicholasville,KY,Triangle,5 minutes,"Triangle craft hovered above local gas station,for approximately 3 minutes then slowly flew off toward Lexington",12/22/19,Sighting,Sighting : Nicholasville,37.8806341,-84.5729961
12/21/19 07:20,Helena,MT,Other,20 minutes,"Black mass fell from atmosphere, black vertical stream followed.",12/22/19,Sighting,Sighting : Helena,46.5891452,-112.0391057
12/21/19 06:52,Laurelville,OH,,,MADAR Node 107,1/31/20,Sighting,Sighting : Laurelville,39.473397,-82.73933629999999
12/21/19 06:20,Wichita,KS,Unknown,5 minutes,Saw a dot in the sky moving slowly with my brother. We watched it move from northwest to northeast. Thought it was a satellite until it,12/22/19,Sighting,Sighting : Wichita,37.68717609999999,-97.33005299999999
12/21/19 01:00,Blue Springs,MO,Triangle,3 Hours,Unidentified Object Flying over South Blue Springs Mo over Somerset Estates Subdivision near Leggett Road and 12th Street. Flying perfe,12/22/19,Sighting,Sighting : Blue Springs,39.0169509,-94.2816148
12/21/19 00:21,Burlington,VT,Light,2 seconds,"very bright light, similar to a shooting star, but bigger and under the cloud cover. Shot toward northeast. Disappeared beyond building",12/22/19,Sighting,Sighting : Burlington,44.4758825,-73.21207199999999
12/20/19 23:24,Dayton,TX,Circle,less than minute,Green circular object no sounds no blinking lights,12/22/19,Sighting,Sighting : Dayton,30.0466051,-94.8852026
12/20/19 20:00,Hewlett,NY,Circle,5 hours,"2 sets of 6 large rotating white lights in Hewlett, N.Y. ((NUFORC Note: Advertising lights? PD))",12/22/19,Sighting,Sighting : Hewlett,40.6431591,-73.6956864
12/20/19 19:45,Three Rivers,MI,Circle,10-15 mins,"A dozen or more non flashing lights disappeared into darkness after flying up in formation one by one, ((Starlink satellites?))",12/22/19,Sighting,Sighting : Three Rivers,41.9439368,-85.632493
12/20/19 19:15,Port Orange,FL,Light,Approx 20 min,Bright light in the sky,12/22/19,Sighting,Sighting : Port Orange,29.1383165,-80.9956105
12/20/19 18:50,Milo,IA,Formation,18:53,Orange lights in triangle formation,12/22/19,Sighting,Sighting : Milo,41.2916612,-93.44243469999999
12/20/19 18:26,Fresno,CA,Other,,I’m driving at the end of my block. There is a bright orange ball in the sky. About the size of a dime if I held it up to my eye. So I,12/22/19,Sighting,Sighting : Fresno,36.7377981,-119.7871247
12/20/19 17:40,Phoenix,AZ,Light,2 min,Bright lights hovering,12/22/19,Sighting,Sighting : Phoenix,33.4483771,-112.0740373
12/20/19 17:00,"Flat Top Mountain, Cedar Valley",UT,Light,5 Seconds,"Driving by Mt. Olympus on hgwy215 heading south. Noticed plains in the sky, then I noticed above the western mountain range near Mercur",12/22/19,Sighting,"Sighting : Flat Top Mountain, Cedar Valley",40.3724467,-112.1891099
12/20/19 17:00,Thomson,GA,Triangle,30 minutes,On the way to work this morning we noticed a bright trail of something that at first we thought was a chem-trail. It was too bright and,12/22/19,Sighting,Sighting : Thomson,33.4706927,-82.50457329999999
12/20/19 15:39,Ellettsville,IN,Sphere,15-30 seconds,"I was driving down Arlington Road, heading towards Ellettsville from the North side of Bloomington. I noticed a helicopter flying semi-",12/22/19,Sighting,Sighting : Ellettsville,39.2339348,-86.6250008
12/20/19 10:30,Ponte Vedra Beach,FL,Light,5 minutes,"Three sets of bright lights, aligned, moving from horizontal to slightly tilted, turning on and off, then completely vanishing.",12/22/19,Sighting,Sighting : Ponte Vedra Beach,30.2400058,-81.3852595
12/20/19 08:00,Santa Monica Beach,CA,Light,10 seconds,"Three or four bright lights, atleast, very high in sky in perfect formation, traveling higher and faster than the jets in the sky.",12/22/19,Sighting,Sighting : Santa Monica Beach,34.0129033,-118.5017237
12/20/19 07:45,Greenville,SC,Other,2 minutes,watched object travel across sky and quickly gain speed and suddenly disappear,12/22/19,Sighting,Sighting : Greenville,34.85261759999999,-82.3940104
12/20/19 06:45,New Port Richey,FL,Light,5 min.,I was driving to work I had my daughter and mother in the vehicle with me as we all work together at same place. I seen a orange light,12/22/19,Sighting,Sighting : New Port Richey,28.2441768,-82.7192671
12/20/19 06:45,Evans Georgia,GA,Cigar,3 minutes,Possible jet with cigar looking Sharp no lights and bursting light speed.,12/22/19,Sighting,Sighting : Evans Georgia,33.5337464,-82.1306747
12/20/19 06:45,Valdosta,GA,Light,1,Light traveling across the sky leaving white trail behind. Then a bright flash and the object was gone.,12/22/19,Sighting,Sighting : Valdosta,30.8327022,-83.2784851
12/20/19 06:45,Greensboro,NC,Oval,3mins,Oval shaped glowing white object leaves a trail of 'smoke' in the sky then vanishes .,12/22/19,Sighting,Sighting : Greensboro,36.0726354,-79.7919754
12/20/19 06:41,Hephzibah,GA,Flash,Seconds,I seen a long silver bright object traveling very low and disappeared into the clouds.,2/7/20,Sighting,Sighting : Hephzibah,33.3140311,-82.0967857
12/20/19 06:40,Bethlehem,GA,Fireball,90 sec,Very long tailing object streaking across the sky,12/22/19,Sighting,Sighting : Bethlehem,33.9320556,-83.7137827
12/20/19 06:35,Winston Salem,NC,Diamond,20,"Every Night, Multiple Sightings. Peacekeepers! ((Starlink satellites?))",12/22/19,Sighting,Sighting : Winston Salem,36.09985959999999,-80.244216
12/20/19 06:30,Dunnellon,FL,Fireball,10 minutes,At first I thought it was a meteor but then changed color then disappeared. Flew straight across left a trail of different colors then,12/22/19,Sighting,Sighting : Dunnellon,29.0491426,-82.46093309999999
12/20/19 06:25,Irmo,SC,,,MADAR Node 95,1/31/20,Sighting,Sighting : Irmo,34.0859829,-81.1831513
12/20/19 06:00,Savannah,GA,Cigar,3 minutes,A cigar-shaped object flew overhead leaving a trail before landing.,12/22/19,Sighting,Sighting : Savannah,32.0808989,-81.091203
12/20/19 05:50,Downey,CA,Light,2 seconds,"Bright light, brighter than any star in the sky fades out of view in an instant. ((NUFORC Note: Possible flare from a satellite??PD))",2/7/20,Sighting,Sighting : Downey,33.9401088,-118.1331593
12/20/19 05:50,Del Mar,CA,Unknown,2 minutes,"Very large bright (white Light) object falling down out of sky at a controlled rate, did anyone else see it?",12/22/19,Sighting,Sighting : Del Mar,32.9594891,-117.2653146
12/19/19 22:28,Fort Collins,CO,Unknown,1.5min,"Upon leaving a friends house around 10:30pm, we walked outside the front door (facing east coming outside) and noticed a blinking light",12/22/19,Sighting,Sighting : Fort Collins,40.5852602,-105.084423
12/19/19 21:15,Jerome,ID,Light,15 min.,"I noticed a large bright pulsating amber light moving from south to north at a steady rate, after 5 minutes it stopped.",12/22/19,Sighting,Sighting : Jerome,42.7240732,-114.5186534
12/19/19 21:00,Lynbrook,NY,Circle,1hour,There were 6or 7 circles going around and around.No lights just circles.Floating right in front of the building.After an hour the sky w,12/22/19,Sighting,Sighting : Lynbrook,40.6548253,-73.67179689999999
12/19/19 19:40,Belleville,KS,Sphere,30 + seconds,"Sighting was at 7:40 pm, Saturday December 19th, 2019, In Belleville, KS. ((NUFORC Note: Starlink satellites? PD))",12/22/19,Sighting,Sighting : Belleville,39.8244501,-97.6325415
12/19/19 19:30,Appomattox,VA,,10 min,Line of lights ((NUFORC Note: Starlink satellites? PD)),12/22/19,Sighting,Sighting : Appomattox,37.3570894,-78.8252911
12/19/19 19:15,Plymouth Meeting/Conshohocken,PA,Triangle,40 mins,"Triangular shaped unidentifiied object with green,red,whit light hovering in sky in Montgomery county pa",12/22/19,Sighting,Sighting : Plymouth Meeting/Conshohocken,40.0792766,-75.3015714
12/19/19 19:00,Mesa,AZ,Unknown,20 minutes,I was travelling on Loop 202 Beeline Highway heading West . Coming from the South were two perfectly round dull green lights on opposit,12/22/19,Sighting,Sighting : Mesa,33.4151843,-111.8314724
12/19/19 18:45,White Lake,MI,Light,1:20,"Helicopter Pursues two lights over White Lake, Michigan at high speed",12/22/19,Sighting,Sighting : White Lake,42.6592995,-83.4856913
12/19/19 18:20,Bellevue,NE,Oval,3 minutes,I was driving home from work when I looked up and I could see an oval shaped UFO looking aircraft being followed by a helicopter. It ha,12/22/19,Sighting,Sighting : Bellevue,41.1543623,-95.9145568
12/19/19 18:10,Girard,PA,Triangle,8 Seconds,Gray triangle with large dim lights on each point.,12/22/19,Sighting,Sighting : Girard,42.0003337,-80.31811929999999
12/19/19 18:00,Exeter,PA,Other,40 minutes,Bright yellow sphere/orb in the sky,12/22/19,Sighting,Sighting : Exeter,41.3206358,-75.81908349999999
12/19/19 17:39,Hartselle,AL,Light,5min,6 Bright lights over Hartselle Alabama,12/22/19,Sighting,Sighting : Hartselle,34.4434282,-86.9352842
12/19/19 17:04,Point Harbor,NC,Cigar,3 minutes,14-16 lights moving in different directions but made 90 degree turns. ((Starlink satellites?)),12/22/19,Sighting,Sighting : Point Harbor,36.0798796,-75.7946241
12/19/19 16:43,Chesterfield,VA,Light,5-7 seconds,"Driving down Centralia rd going SE, I happened to have something catch my eye, and I looked up and exclaimed to my husband and kids in",1/31/20,Sighting,Sighting : Chesterfield,37.3770935,-77.5049863
12/19/19 15:45,Kingwood,TX,Disk,5 minutes,Disk of light with a crescent of rainbow colored lights,12/22/19,Sighting,Sighting : Kingwood,30.0500255,-95.18447739999999
12/19/19 13:00,North Las Vegas,NV,Sphere,10 minutes,4 Bright Sphere like objects in North Las Vegas,12/22/19,Sighting,Sighting : North Las Vegas,36.1988592,-115.1175013
12/19/19 11:23,Chattaroy,WV,Formation,20 minutes,8 lights arranging in a circular shape with one circle in the center. ((NUFORC Note: Advertising lights? PD)),12/22/19,Sighting,Sighting : Chattaroy,37.7034341,-82.280974
12/19/19 06:45,Cranston,RI,Fireball,1 to 2 min,I was driving to work and i saw a ball of fire falling from the sky in the far distance. At first i thought &quot;WOW&quot; a shooting,12/22/19,Sighting,Sighting : Cranston,41.7798226,-71.4372796
12/19/19 06:15,Coventry,RI,Oval,2 minutes,Strange lights sighted above tree line just before sunrise,12/22/19,Sighting,Sighting : Coventry,41.6885978,-71.5642076
12/19/19 06:00,Hammond,LA,Disk,10 minutes,2 spinning ufo's with flashing lights teleporting around and moving southbound,12/22/19,Sighting,Sighting : Hammond,30.5043583,-90.46119949999999
12/19/19 05:19,Newburgh,IN,,,MADAR Node 142,1/31/20,Sighting,Sighting : Newburgh,37.9444882,-87.4052865
12/19/19,Winston-Salem,NC,Circle,3:00 - 3:20 p.m.,"100's of round blobs or circles, clear or silver, shiny, color change to red or blue and back hovering over & around tower.",12/22/19,Sighting,Sighting : Winston-Salem,36.09985959999999,-80.244216
12/19/19,Barnhart,MO,Triangle,1 minute,The Object was triangular in shape. Size 6 to 8 FT. The sun reflected off the object. The color silver. Strange patterns on exterior.,2/7/20,Sighting,Sighting : Barnhart,38.344221,-90.3934532
12/18/19 21:00,Dalton,GA,Triangle,2-3 minutes,"Around 9 o’clock, I was getting out of my car and happened to look up into the sky to look at the stars. It was dark outside, so I know",12/22/19,Sighting,Sighting : Dalton,34.7698021,-84.9702228
12/18/19 21:00,Waynesboro,MS,Fireball,10 minutes,Exploding hovering fire ball (have video and pictures),12/19/19,Sighting,Sighting : Waynesboro,31.674883,-88.6461465
12/18/19 21:00,Nanticoke,PA,Diamond,2,I saw a diamond shaped craft with a dim white lights on each corner with a blinking red light that flashed,1/31/20,Sighting,Sighting : Nanticoke,41.2053599,-76.00492299999999
12/18/19 20:30,Laveen,AZ,Disk,5 min,"I was sitting at my kitchen table and I saw a saucer with blue lights, ran outside, it was cruising low and slow from South Mountain tr",12/22/19,Sighting,Sighting : Laveen,33.3628227,-112.169317
12/18/19 20:19,Quijota,AZ,Other,3 minutes,Unusual sighting on Highway 86 on Tohono O’oodham Nation in Arizona.,12/19/19,Sighting,Sighting : Quijota,32.1272924,-112.1381886
12/18/19 19:00,Comanche,TX,Formation,,I was going to church Wednesday evening 12/18/2019 and it was 6:57 p.m. I hit a stop sign where i was going to turn a left. When i look,12/22/19,Sighting,Sighting : Comanche,31.8973693,-98.60365809999999
12/18/19 18:20,Jacksonville,AL,Unknown,25 minutes - ongoing,"In the west southwest sky near capricornus, there is a large, bright light. The light is yellow-white and undulating. Off and on we can",12/19/19,Sighting,Sighting : Jacksonville,33.8137125,-85.76135359999999
12/18/19 14:16,Payson,IL,,,MADAR Node 97,1/31/20,Sighting,Sighting : Payson,39.81699070000001,-91.2423656
12/18/19 08:30,Rock Ledge,AL,Disk,5 minutes,Craft moving very slowly or not at all clear blue sky about 9 o'clock in Western sky in small air craft space then accelerated in unbel,12/19/19,Sighting,Sighting : Rock Ledge,34.0892628,-86.1127527
12/18/19 08:09,Virginia Beach,VA,Oval,1 minute,White &quot;clouds&quot; merge into translucent shape,12/19/19,Sighting,Sighting : Virginia Beach,36.8529263,-75.97798499999999
12/18/19 07:02,New York City,NY,,,MADAR Node 85,1/31/20,Sighting,Sighting : New York City,40.7127753,-74.0059728
12/18/19 06:40,Cambridge,OH,,,MADAR Node 137,1/31/20,Sighting,Sighting : Cambridge,40.031183,-81.5884561
12/18/19 06:04,Jonesboro,AR,,,MADAR Node 143,1/31/20,Sighting,Sighting : Jonesboro,35.84229670000001,-90.704279
12/18/19 03:35,Mountlake Terrace,WA,,,MADAR Node 100,1/31/20,Sighting,Sighting : Mountlake Terrace,47.7881528,-122.3087405
12/18/19 00:28,Aurora,CO,Teardrop,1 minute,"Noticed a bright light Similar to a plane when it’s facing you, and then a second later it dropped really fast and disappeared.",12/19/19,Sighting,Sighting : Aurora,39.7294319,-104.8319195
12/17/19 22:00,Red Rock,AZ,Circle,1 minute,4 big orange orbs in straight line then vanish in 4. 3. 2. 1 sequence.,12/19/19,Sighting,Sighting : Red Rock,32.5730612,-111.3290006
12/17/19 21:00,Reed Point,MT,Flash,5 minutes,"Bright red flashing light hovering seen by a rancher and wife in SE Sweet grass county, MT",12/19/19,Sighting,Sighting : Reed Point,45.70938350000001,-109.5421187
12/17/19 19:48,Mountlake Terrace,WA,,,MADAR Node 100,1/31/20,Sighting,Sighting : Mountlake Terrace,47.7881528,-122.3087405
12/17/19 18:30,Rangely,CO,Oval,20 seconds,Oval coloful huge craft stunning to look at,12/19/19,Sighting,Sighting : Rangely,40.0874759,-108.8048292
12/17/19 17:50,Clearfield,UT,Unknown,Minutes,"Two flying crafts, travelling at high speed, either light green or blue flashing lights, in Davis county.",12/19/19,Sighting,Sighting : Clearfield,41.1107771,-112.0260538
12/17/19 08:30,Lewisport,KY,Triangle,Still occurring as I'm po,"Triangular-shaped, multi-colored, erratically moving from side to side, up and down. Have video of it and many, many wild pictures I ju",12/19/19,Sighting,Sighting : Lewisport,37.9369974,-86.9022145
12/17/19 05:30,Bakersfield,CA,Sphere,5 minutes,round spinning,12/22/19,Sighting,Sighting : Bakersfield,35.3732921,-119.0187125
12/16/19 22:00,Miami,FL,Circle,0.05s,"high speed white orb sighted in populated suburb in Miami. Happened in a blink, object was very bright and quickly hid behind clouds.",12/19/19,Sighting,Sighting : Miami,25.7616798,-80.1917902
12/16/19 20:15,Sea Ranch,CA,Light,15 minutes,See above for details.,12/19/19,Sighting,Sighting : Sea Ranch,38.7151899,-123.4544532
12/16/19 19:30,Tumwater,WA,Other,2 seconds,Lime greenish truncated surfboard-like light zipping overhead in a straight line & disappearing.,12/19/19,Sighting,Sighting : Tumwater,47.0073187,-122.9093063
12/16/19 19:16,West Palm Beach,FL,Fireball,2 minutes,"Fireball over West Palm Beach, Florida.",12/19/19,Sighting,Sighting : West Palm Beach,26.7153424,-80.0533746
12/16/19 19:15,Winter Garden,FL,Rectangle,1 minute,"Golden Rectangular UFO Sighting in Orlando, FL,",12/19/19,Sighting,Sighting : Winter Garden,28.5652787,-81.58618469999999
12/16/19 19:15,WinterGarden,FL,Rectangle,1 minute,"Golden Rectangular UFO Sighting in Orlando,FL,",1/31/20,Sighting,Sighting : WinterGarden,28.5652787,-81.58618469999999
12/16/19 19:15,Tampa,FL,Circle,1 minute,"Saw a large white ball with fiery tail, slow moving- red tail first, then orange, then white, then it completely vanished.",12/22/19,Sighting,Sighting : Tampa,27.950575,-82.4571776
12/16/19 19:13,Gainesville,FL,Fireball,4 minutes,"We saw a very slowly-moving light with a long, fiery tail. It changed color and direction.",12/19/19,Sighting,Sighting : Gainesville,29.6516344,-82.32482619999999
12/16/19 19:12,St. Petersburg,FL,Changing,25 seconds,"Orange bright sphere changing shape into a stripe, chanting color to white and fading away",12/19/19,Sighting,Sighting : St. Petersburg,27.7676008,-82.64029149999999
12/16/19 18:43,Rio Rancho,NM,Triangle,5 minutes,Triangle UFO seen over Rio Rancho Residential Area (NM528),12/19/19,Sighting,Sighting : Rio Rancho,35.2327544,-106.6630437
12/16/19 18:15,Syracuse,NY,Circle,On going,12/16/2019 syr my. 3 saucers were reported to the police and they did not believe me.911 wrote it off like if it was a joke.,12/19/19,Sighting,Sighting : Syracuse,43.0481221,-76.14742439999999
